model,repeat,k,full,top_k
gigapath,32,20,0.34920634920634913,0.39682539682539675
gigapath,32,50,0.34920634920634913,0.4523809523809524
gigapath,32,100,0.34920634920634913,0.4047619047619048
gigapath,32,200,0.34920634920634913,0.4523809523809524
gigapath,32,500,0.34920634920634913,0.34920634920634913
gigapath,32,1000,0.34920634920634913,0.34920634920634913
gigapath,33,20,0.5079365079365079,0.4444444444444444
gigapath,33,50,0.5079365079365079,0.4047619047619047
gigapath,33,100,0.5079365079365079,0.34920634920634913
gigapath,33,200,0.5079365079365079,0.34920634920634913
gigapath,33,500,0.5079365079365079,0.4523809523809524
gigapath,33,1000,0.5079365079365079,0.5079365079365079
gigapath,34,20,0.5158730158730158,0.4920634920634921
gigapath,34,50,0.5158730158730158,0.5
gigapath,34,100,0.5158730158730158,0.4047619047619047
gigapath,34,200,0.5158730158730158,0.5079365079365079
gigapath,34,500,0.5158730158730158,0.5079365079365079
gigapath,34,1000,0.5158730158730158,0.5158730158730158
gigapath,35,20,0.3095238095238095,0.3968253968253968
gigapath,35,50,0.3095238095238095,0.41269841269841273
gigapath,35,100,0.3095238095238095,0.4603174603174603
gigapath,35,200,0.3095238095238095,0.3650793650793651
gigapath,35,500,0.3095238095238095,0.3650793650793651
gigapath,35,1000,0.3095238095238095,0.3650793650793651
gigapath,36,20,0.4603174603174603,0.38888888888888884
gigapath,36,50,0.4603174603174603,0.5555555555555556
gigapath,36,100,0.4603174603174603,0.5158730158730158
gigapath,36,200,0.4603174603174603,0.41269841269841273
gigapath,36,500,0.4603174603174603,0.35714285714285715
gigapath,36,1000,0.4603174603174603,0.4603174603174603
gigapath,37,20,0.4603174603174603,0.5555555555555556
gigapath,37,50,0.4603174603174603,0.34920634920634913
gigapath,37,100,0.4603174603174603,0.4047619047619048
gigapath,37,200,0.4603174603174603,0.30158730158730157
gigapath,37,500,0.4603174603174603,0.4603174603174603
gigapath,37,1000,0.4603174603174603,0.4603174603174603
gigapath,38,20,0.4126984126984126,0.4603174603174603
gigapath,38,50,0.4126984126984126,0.4523809523809524
gigapath,38,100,0.4126984126984126,0.4047619047619048
gigapath,38,200,0.4126984126984126,0.35714285714285715
gigapath,38,500,0.4126984126984126,0.35714285714285715
gigapath,38,1000,0.4126984126984126,0.4126984126984126
gigapath,39,20,0.4603174603174603,0.30158730158730157
gigapath,39,50,0.4603174603174603,0.30158730158730157
gigapath,39,100,0.4603174603174603,0.4603174603174603
gigapath,39,200,0.4603174603174603,0.4603174603174603
gigapath,39,500,0.4603174603174603,0.4603174603174603
gigapath,39,1000,0.4603174603174603,0.4603174603174603
gigapath,40,20,0.35714285714285715,0.5079365079365079
gigapath,40,50,0.35714285714285715,0.4523809523809524
gigapath,40,100,0.35714285714285715,0.39682539682539675
gigapath,40,200,0.35714285714285715,0.34920634920634913
gigapath,40,500,0.35714285714285715,0.35714285714285715
gigapath,40,1000,0.35714285714285715,0.30158730158730157
gigapath,41,20,0.34920634920634913,0.3412698412698412
gigapath,41,50,0.34920634920634913,0.39682539682539675
gigapath,41,100,0.34920634920634913,0.39682539682539675
gigapath,41,200,0.34920634920634913,0.39682539682539675
gigapath,41,500,0.34920634920634913,0.39682539682539675
gigapath,41,1000,0.34920634920634913,0.34920634920634913
gigapath,42,20,0.35714285714285715,0.39682539682539675
gigapath,42,50,0.35714285714285715,0.35714285714285715
gigapath,42,100,0.35714285714285715,0.35714285714285715
gigapath,42,200,0.35714285714285715,0.30158730158730157
gigapath,42,500,0.35714285714285715,0.30158730158730157
gigapath,42,1000,0.35714285714285715,0.35714285714285715
gigapath,43,20,0.4603174603174603,0.34920634920634924
gigapath,43,50,0.4603174603174603,0.4047619047619048
gigapath,43,100,0.4603174603174603,0.4523809523809524
