split,model,k,full,top_k
66,uni2,1000,0.16666666666666666,0.16666666666666666
66,virchow2,20,0.16666666666666666,0.0
66,virchow2,50,0.16666666666666666,0.16666666666666666
66,virchow2,100,0.16666666666666666,0.0
66,virchow2,200,0.16666666666666666,0.16666666666666666
66,virchow2,500,0.16666666666666666,0.16666666666666666
66,virchow2,1000,0.16666666666666666,0.16666666666666666
67,gigapath,20,0.3333333333333333,0.6666666666666666
67,gigapath,50,0.3333333333333333,0.8333333333333334
67,gigapath,100,0.3333333333333333,0.3333333333333333
67,gigapath,200,0.3333333333333333,0.3333333333333333
67,gigapath,500,0.3333333333333333,0.3333333333333333
67,gigapath,1000,0.3333333333333333,0.3333333333333333
67,uni2,20,0.5,0.8333333333333334
67,uni2,50,0.5,0.8333333333333334
67,uni2,100,0.5,0.8333333333333334
67,uni2,200,0.5,0.8333333333333334
67,uni2,500,0.5,0.8333333333333334
67,uni2,1000,0.5,0.5
67,virchow2,20,0.3333333333333333,0.3333333333333333
67,virchow2,50,0.3333333333333333,0.6666666666666666
67,virchow2,100,0.3333333333333333,0.6666666666666666
67,virchow2,200,0.3333333333333333,0.6666666666666666
67,virchow2,500,0.3333333333333333,0.6666666666666666
67,virchow2,1000,0.3333333333333333,0.6666666666666666
68,gigapath,20,0.8333333333333334,0.5
68,gigapath,50,0.8333333333333334,0.5
68,gigapath,100,0.8333333333333334,0.5
68,gigapath,200,0.8333333333333334,0.16666666666666666
68,gigapath,500,0.8333333333333334,0.5
68,gigapath,1000,0.8333333333333334,0.8333333333333334
68,uni2,20,0.5,0.5
68,uni2,50,0.5,0.5
68,uni2,100,0.5,0.5
68,uni2,200,0.5,0.5
68,uni2,500,0.5,0.5
68,uni2,1000,0.5,0.5
68,virchow2,20,0.5,0.5
68,virchow2,50,0.5,0.5
68,virchow2,100,0.5,0.5
68,virchow2,200,0.5,0.5
68,virchow2,500,0.5,0.5
68,virchow2,1000,0.5,0.5
69,gigapath,20,0.8333333333333334,1.0
69,gigapath,50,0.8333333333333334,1.0
69,gigapath,100,0.8333333333333334,0.8333333333333334
69,gigapath,200,0.8333333333333334,0.5
69,gigapath,500,0.8333333333333334,0.8333333333333334
69,gigapath,1000,0.8333333333333334,0.8333333333333334
69,uni2,20,0.5,0.5
69,uni2,50,0.5,0.16666666666666666
69,uni2,100,0.5,0.16666666666666666
69,uni2,200,0.5,0.16666666666666666
69,uni2,500,0.5,0.5
69,uni2,1000,0.5,0.5
69,virchow2,20,0.8333333333333334,0.5
69,virchow2,50,0.8333333333333334,0.6666666666666666
69,virchow2,100,0.8333333333333334,0.5
69,virchow2,200,0.8333333333333334,0.5
69,virchow2,500,0.8333333333333334,0.5
69,virchow2,1000,0.8333333333333334,0.8333333333333334
70,gigapath,20,0.3333333333333333,0.3333333333333333
70,gigapath,50,0.3333333333333333,0.3333333333333333
70,gigapath,100,0.3333333333333333,0.3333333333333333
70,gigapath,200,0.3333333333333333,0.3333333333333333
70,gigapath,500,0.3333333333333333,0.3333333333333333
70,gigapath,1000,0.3333333333333333,0.6666666666666666
70,uni2,20,0.8333333333333334,0.6666666666666666
70,uni2,50,0.8333333333333334,0.6666666666666666
70,uni2,100,0.8333333333333334,0.8333333333333334
70,uni2,200,0.8333333333333334,0.8333333333333334
70,uni2,500,0.8333333333333334,0.8333333333333334
70,uni2,1000,0.8333333333333334,0.8333333333333334
70,virchow2,20,0.3333333333333333,0.0
70,virchow2,50,0.3333333333333333,0.5
70,virchow2,100,0.3333333333333333,0.5
70,virchow2,200,0.3333333333333333,0.3333333333333333
70,virchow2,500,0.3333333333333333,0.3333333333333333
70,virchow2,1000,0.3333333333333333,0.5
71,gigapath,20,0.8333333333333334,0.6666666666666666
71,gigapath,50,0.8333333333333334,0.6666666666666666
71,gigapath,100,0.8333333333333334,0.8333333333333334
71,gigapath,200,0.8333333333333334,0.6666666666666666
71,gigapath,500,0.8333333333333334,1.0
71,gigapath,1000,0.8333333333333334,0.8333333333333334
71,uni2,20,0.8333333333333334,0.5
71,uni2,50,0.8333333333333334,0.5
71,uni2,100,0.8333333333333334,0.8333333333333334
71,uni2,200,0.8333333333333334,0.8333333333333334
71,uni2,500,0.8333333333333334,0.8333333333333334
71,uni2,1000,0.8333333333333334,0.8333333333333334
71,virchow2,20,0.8333333333333334,0.8333333333333334
71,virchow2,50,0.8333333333333334,0.3333333333333333
71,virchow2,100,0.8333333333333334,0.6666666666666666
71,virchow2,200,0.8333333333333334,0.6666666666666666
71,virchow2,500,0.8333333333333334,0.6666666666666666
71,virchow2,1000,0.8333333333333334,0.6666666666666666
72,gigapath,20,0.5,0.5
72,gigapath,50,0.5,0.5
72,gigapath,100,0.5,0.5
72,gigapath,200,0.5,0.5
72,gigapath,500,0.5,0.5
72,gigapath,1000,0.5,0.5
72,uni2,20,0.5,0.16666666666666666
72,uni2,50,0.5,0.5
72,uni2,100,0.5,0.5
72,uni2,200,0.5,0.5
72,uni2,500,0.5,0.5
72,uni2,1000,0.5,0.5
72,virchow2,20,0.5,0.16666666666666666
72,virchow2,50,0.5,0.16666666666666666
72,virchow2,100,0.5,0.16666666666666666
72,virchow2,200,0.5,0.16666666666666666
72,virchow2,500,0.5,0.5
72,virchow2,1000,0.5,0.5
73,gigapath,20,0.8333333333333334,0.8333333333333334
73,gigapath,50,0.8333333333333334,0.8333333333333334
73,gigapath,100,0.8333333333333334,0.8333333333333334
73,gigapath,200,0.8333333333333334,0.8333333333333334
73,gigapath,500,0.8333333333333334,0.8333333333333334
73,gigapath,1000,0.8333333333333334,0.8333333333333334
73,uni2,20,0.8333333333333334,0.6666666666666666
73,uni2,50,0.8333333333333334,0.8333333333333334
73,uni2,100,0.8333333333333334,0.8333333333333334
73,uni2,200,0.8333333333333334,0.8333333333333334
73,uni2,500,0.8333333333333334,0.8333333333333334
73,uni2,1000,0.8333333333333334,0.8333333333333334
73,virchow2,20,0.8333333333333334,0.5
73,virchow2,50,0.8333333333333334,0.8333333333333334
73,virchow2,100,0.8333333333333334,0.8333333333333334
73,virchow2,200,0.8333333333333334,0.8333333333333334
73,virchow2,500,0.8333333333333334,0.8333333333333334
73,virchow2,1000,0.8333333333333334,0.8333333333333334
74,gigapath,20,0.3333333333333333,0.3333333333333333
74,gigapath,50,0.3333333333333333,0.3333333333333333
74,gigapath,100,0.3333333333333333,0.3333333333333333
74,gigapath,200,0.3333333333333333,0.3333333333333333
74,gigapath,500,0.3333333333333333,0.3333333333333333
74,gigapath,1000,0.3333333333333333,0.3333333333333333
74,uni2,20,0.3333333333333333,0.3333333333333333
74,uni2,50,0.3333333333333333,0.5
74,uni2,100,0.3333333333333333,0.3333333333333333
74,uni2,200,0.3333333333333333,0.3333333333333333
74,uni2,500,0.3333333333333333,0.3333333333333333
74,uni2,1000,0.3333333333333333,0.3333333333333333
74,virchow2,20,0.3333333333333333,0.3333333333333333
74,virchow2,50,0.3333333333333333,0.3333333333333333
74,virchow2,100,0.3333333333333333,0.3333333333333333
74,virchow2,200,0.3333333333333333,0.3333333333333333
74,virchow2,500,0.3333333333333333,0.3333333333333333
74,virchow2,1000,0.3333333333333333,0.3333333333333333
75,gigapath,20,0.3333333333333333,0.3333333333333333
75,gigapath,50,0.3333333333333333,0.16666666666666666
75,gigapath,100,0.3333333333333333,0.3333333333333333
75,gigapath,200,0.3333333333333333,0.3333333333333333
75,gigapath,500,0.3333333333333333,0.3333333333333333
75,gigapath,1000,0.3333333333333333,0.3333333333333333
75,uni2,20,0.3333333333333333,0.3333333333333333
75,uni2,50,0.3333333333333333,0.3333333333333333
75,uni2,100,0.3333333333333333,0.3333333333333333
75,uni2,200,0.3333333333333333,0.3333333333333333
75,uni2,500,0.3333333333333333,0.3333333333333333
75,uni2,1000,0.3333333333333333,0.3333333333333333
75,virchow2,20,0.3333333333333333,0.5
75,virchow2,50,0.3333333333333333,0.3333333333333333
75,virchow2,100,0.3333333333333333,0.3333333333333333
75,virchow2,200,0.3333333333333333,0.3333333333333333
75,virchow2,500,0.3333333333333333,0.3333333333333333
75,virchow2,1000,0.3333333333333333,0.3333333333333333
76,gigapath,20,0.5,0.3333333333333333
76,gigapath,50,0.5,0.3333333333333333
76,gigapath,100,0.5,0.3333333333333333
76,gigapath,200,0.5,0.3333333333333333
76,gigapath,500,0.5,0.5
76,gigapath,1000,0.5,0.5
76,uni2,20,0.5,0.5
76,uni2,50,0.5,0.5
76,uni2,100,0.5,0.5
76,uni2,200,0.5,0.5
76,uni2,500,0.5,0.5
76,uni2,1000,0.5,0.5
76,virchow2,20,0.5,0.5
76,virchow2,50,0.5,0.5
76,virchow2,100,0.5,0.5
76,virchow2,200,0.5,0.5
76,virchow2,500,0.5,0.16666666666666666
76,virchow2,1000,0.5,0.16666666666666666
77,gigapath,20,0.5,0.5
77,gigapath,50,0.5,0.5
77,gigapath,100,0.5,0.16666666666666666
77,gigapath,200,0.5,0.8333333333333334
77,gigapath,500,0.5,0.5
77,gigapath,1000,0.5,0.5
77,uni2,20,0.16666666666666666,0.3333333333333333
77,uni2,50,0.16666666666666666,0.16666666666666666
77,uni2,100,0.16666666666666666,0.16666666666666666
77,uni2,200,0.16666666666666666,0.16666666666666666
77,uni2,500,0.16666666666666666,0.16666666666666666
77,uni2,1000,0.16666666666666666,0.16666666666666666
77,virchow2,20,0.16666666666666666,0.5
77,virchow2,50,0.16666666666666666,0.5
77,virchow2,100,0.16666666666666666,0.5
77,virchow2,200,0.16666666666666666,0.5
77,virchow2,500,0.16666666666666666,0.16666666666666666
77,virchow2,1000,0.16666666666666666,0.16666666666666666
78,gigapath,20,0.5,0.3333333333333333
78,gigapath,50,0.5,0.5
78,gigapath,100,0.5,0.5
78,gigapath,200,0.5,0.5
78,gigapath,500,0.5,0.5
78,gigapath,1000,0.5,0.5
78,uni2,20,0.5,0.5
78,uni2,50,0.5,0.5
78,uni2,100,0.5,0.5
78,uni2,200,0.5,0.5
78,uni2,500,0.5,0.5
78,uni2,1000,0.5,0.5
78,virchow2,20,0.16666666666666666,0.16666666666666666
78,virchow2,50,0.16666666666666666,0.3333333333333333
78,virchow2,100,0.16666666666666666,0.16666666666666666
78,virchow2,200,0.16666666666666666,0.16666666666666666
78,virchow2,500,0.16666666666666666,0.16666666666666666
78,virchow2,1000,0.16666666666666666,0.16666666666666666
79,gigapath,20,0.5,0.5
79,gigapath,50,0.5,0.3333333333333333
79,gigapath,100,0.5,0.5
79,gigapath,200,0.5,0.5
79,gigapath,500,0.5,0.5
79,gigapath,1000,0.5,0.5
79,uni2,20,0.3333333333333333,0.16666666666666666
79,uni2,50,0.3333333333333333,0.3333333333333333
79,uni2,100,0.3333333333333333,0.3333333333333333
79,uni2,200,0.3333333333333333,0.3333333333333333
79,uni2,500,0.3333333333333333,0.3333333333333333
79,uni2,1000,0.3333333333333333,0.3333333333333333
79,virchow2,20,0.16666666666666666,0.3333333333333333
79,virchow2,50,0.16666666666666666,0.0
79,virchow2,100,0.16666666666666666,0.16666666666666666
79,virchow2,200,0.16666666666666666,0.16666666666666666
79,virchow2,500,0.16666666666666666,0.16666666666666666
79,virchow2,1000,0.16666666666666666,0.16666666666666666
80,gigapath,20,0.3333333333333333,0.3333333333333333
80,gigapath,50,0.3333333333333333,0.3333333333333333
80,gigapath,100,0.3333333333333333,0.3333333333333333
80,gigapath,200,0.3333333333333333,0.3333333333333333
80,gigapath,500,0.3333333333333333,0.3333333333333333
80,gigapath,1000,0.3333333333333333,0.3333333333333333
80,uni2,20,0.6666666666666666,0.5
80,uni2,50,0.6666666666666666,0.6666666666666666
80,uni2,100,0.6666666666666666,0.3333333333333333
80,uni2,200,0.6666666666666666,0.3333333333333333
80,uni2,500,0.6666666666666666,0.3333333333333333
80,uni2,1000,0.6666666666666666,0.6666666666666666
80,virchow2,20,0.3333333333333333,0.6666666666666666
80,virchow2,50,0.3333333333333333,0.5
80,virchow2,100,0.3333333333333333,0.3333333333333333
80,virchow2,200,0.3333333333333333,0.3333333333333333
80,virchow2,500,0.3333333333333333,0.3333333333333333
80,virchow2,1000,0.3333333333333333,0.3333333333333333
81,gigapath,20,0.16666666666666666,0.16666666666666666
81,gigapath,50,0.16666666666666666,0.3333333333333333
81,gigapath,100,0.16666666666666666,0.16666666666666666
81,gigapath,200,0.16666666666666666,0.16666666666666666
81,gigapath,500,0.16666666666666666,0.16666666666666666
81,gigapath,1000,0.16666666666666666,0.16666666666666666
81,uni2,20,0.16666666666666666,0.16666666666666666
81,uni2,50,0.16666666666666666,0.16666666666666666
81,uni2,100,0.16666666666666666,0.16666666666666666
81,uni2,200,0.16666666666666666,0.16666666666666666
81,uni2,500,0.16666666666666666,0.16666666666666666
81,uni2,1000,0.16666666666666666,0.16666666666666666
81,virchow2,20,0.16666666666666666,0.16666666666666666
81,virchow2,50,0.16666666666666666,0.16666666666666666
81,virchow2,100,0.16666666666666666,0.16666666666666666
81,virchow2,200,0.16666666666666666,0.16666666666666666
81,virchow2,500,0.16666666666666666,0.16666666666666666
81,virchow2,1000,0.16666666666666666,0.16666666666666666
82,gigapath,20,0.3333333333333333,0.5
82,gigapath,50,0.3333333333333333,0.3333333333333333
82,gigapath,100,0.3333333333333333,0.5
82,gigapath,200,0.3333333333333333,0.5
82,gigapath,500,0.3333333333333333,0.5
82,gigapath,1000,0.3333333333333333,0.3333333333333333
82,uni2,20,0.5,0.5
82,uni2,50,0.5,0.5
82,uni2,100,0.5,0.5
82,uni2,200,0.5,0.5
82,uni2,500,0.5,0.5
82,uni2,1000,0.5,0.5
82,virchow2,20,0.0,0.16666666666666666
82,virchow2,50,0.0,0.0
82,virchow2,100,0.0,0.3333333333333333
82,virchow2,200,0.0,0.0
82,virchow2,500,0.0,0.0
82,virchow2,1000,0.0,0.0
83,gigapath,20,0.5,0.16666666666666666
83,gigapath,50,0.5,0.16666666666666666
83,gigapath,100,0.5,0.3333333333333333
83,gigapath,200,0.5,0.3333333333333333
83,gigapath,500,0.5,0.3333333333333333
83,gigapath,1000,0.5,0.5
83,uni2,20,0.5,0.3333333333333333
83,uni2,50,0.5,0.3333333333333333
83,uni2,100,0.5,0.5
83,uni2,200,0.5,0.5
83,uni2,500,0.5,0.5
83,uni2,1000,0.5,0.5
83,virchow2,20,0.8333333333333334,0.3333333333333333
83,virchow2,50,0.8333333333333334,0.8333333333333334
83,virchow2,100,0.8333333333333334,0.8333333333333334
83,virchow2,200,0.8333333333333334,0.5
83,virchow2,500,0.8333333333333334,0.5
83,virchow2,1000,0.8333333333333334,0.8333333333333334
84,gigapath,20,0.5,0.6666666666666666
84,gigapath,50,0.5,0.5
84,gigapath,100,0.5,0.5
84,gigapath,200,0.5,0.5
84,gigapath,500,0.5,0.5
84,gigapath,1000,0.5,0.5
84,uni2,20,0.8333333333333334,0.16666666666666666
84,uni2,50,0.8333333333333334,0.5
84,uni2,100,0.8333333333333334,0.8333333333333334
84,uni2,200,0.8333333333333334,0.8333333333333334
84,uni2,500,0.8333333333333334,0.8333333333333334
84,uni2,1000,0.8333333333333334,0.8333333333333334
84,virchow2,20,0.5,0.3333333333333333
84,virchow2,50,0.5,0.3333333333333333
84,virchow2,100,0.5,0.5
84,virchow2,200,0.5,0.5
84,virchow2,500,0.5,0.5
84,virchow2,1000,0.5,0.5
85,gigapath,20,0.6666666666666666,0.5
85,gigapath,50,0.6666666666666666,0.6666666666666666
85,gigapath,100,0.6666666666666666,0.6666666666666666
85,gigapath,200,0.6666666666666666,0.5
85,gigapath,500,0.6666666666666666,0.3333333333333333
85,gigapath,1000,0.6666666666666666,0.3333333333333333
85,uni2,20,0.6666666666666666,0.5
85,uni2,50,0.6666666666666666,0.5
85,uni2,100,0.6666666666666666,0.5
85,uni2,200,0.6666666666666666,0.6666666666666666
85,uni2,500,0.6666666666666666,0.6666666666666666
85,uni2,1000,0.6666666666666666,0.6666666666666666
85,virchow2,20,0.3333333333333333,0.5
85,virchow2,50,0.3333333333333333,0.5
85,virchow2,100,0.3333333333333333,0.6666666666666666
85,virchow2,200,0.3333333333333333,0.3333333333333333
85,virchow2,500,0.3333333333333333,0.3333333333333333
85,virchow2,1000,0.3333333333333333,0.3333333333333333
86,gigapath,20,0.3333333333333333,0.5
86,gigapath,50,0.3333333333333333,0.3333333333333333
86,gigapath,100,0.3333333333333333,0.3333333333333333
86,gigapath,200,0.3333333333333333,0.3333333333333333
86,gigapath,500,0.3333333333333333,0.3333333333333333
86,gigapath,1000,0.3333333333333333,0.3333333333333333
86,uni2,20,0.3333333333333333,0.3333333333333333
86,uni2,50,0.3333333333333333,0.3333333333333333
86,uni2,100,0.3333333333333333,0.3333333333333333
86,uni2,200,0.3333333333333333,0.3333333333333333
86,uni2,500,0.3333333333333333,0.3333333333333333
86,uni2,1000,0.3333333333333333,0.3333333333333333
86,virchow2,20,0.3333333333333333,0.16666666666666666
86,virchow2,50,0.3333333333333333,0.3333333333333333
86,virchow2,100,0.3333333333333333,0.3333333333333333
86,virchow2,200,0.3333333333333333,0.16666666666666666
86,virchow2,500,0.3333333333333333,0.3333333333333333
86,virchow2,1000,0.3333333333333333,0.3333333333333333
87,gigapath,20,0.6666666666666666,0.6666666666666666
87,gigapath,50,0.6666666666666666,0.6666666666666666
87,gigapath,100,0.6666666666666666,0.6666666666666666
87,gigapath,200,0.6666666666666666,0.6666666666666666
87,gigapath,500,0.6666666666666666,0.6666666666666666
87,gigapath,1000,0.6666666666666666,0.6666666666666666
87,uni2,20,0.6666666666666666,0.3333333333333333
87,uni2,50,0.6666666666666666,0.6666666666666666
87,uni2,100,0.6666666666666666,0.6666666666666666
87,uni2,200,0.6666666666666666,0.8333333333333334
87,uni2,500,0.6666666666666666,0.6666666666666666
87,uni2,1000,0.6666666666666666,0.6666666666666666
87,virchow2,20,0.3333333333333333,0.3333333333333333
87,virchow2,50,0.3333333333333333,0.3333333333333333
87,virchow2,100,0.3333333333333333,0.3333333333333333
87,virchow2,200,0.3333333333333333,0.3333333333333333
87,virchow2,500,0.3333333333333333,0.3333333333333333
87,virchow2,1000,0.3333333333333333,0.3333333333333333
88,gigapath,20,0.6666666666666666,0.3333333333333333
88,gigapath,50,0.6666666666666666,0.3333333333333333
88,gigapath,100,0.6666666666666666,0.6666666666666666
88,gigapath,200,0.6666666666666666,0.6666666666666666
88,gigapath,500,0.6666666666666666,0.6666666666666666
88,gigapath,1000,0.6666666666666666,0.6666666666666666
88,uni2,20,0.6666666666666666,0.6666666666666666
88,uni2,50,0.6666666666666666,0.6666666666666666
88,uni2,100,0.6666666666666666,0.6666666666666666
88,uni2,200,0.6666666666666666,1.0
88,uni2,500,0.6666666666666666,1.0
88,uni2,1000,0.6666666666666666,0.6666666666666666
88,virchow2,20,0.6666666666666666,0.3333333333333333
88,virchow2,50,0.6666666666666666,0.6666666666666666
88,virchow2,100,0.6666666666666666,0.6666666666666666
88,virchow2,200,0.6666666666666666,0.6666666666666666
88,virchow2,500,0.6666666666666666,0.6666666666666666
88,virchow2,1000,0.6666666666666666,0.6666666666666666
89,gigapath,20,0.5,0.5
89,gigapath,50,0.5,0.8333333333333334
89,gigapath,100,0.5,0.5
89,gigapath,200,0.5,0.5
89,gigapath,500,0.5,0.5
89,gigapath,1000,0.5,0.5
89,uni2,20,0.5,0.3333333333333333
89,uni2,50,0.5,0.3333333333333333
89,uni2,100,0.5,0.3333333333333333
89,uni2,200,0.5,0.5
89,uni2,500,0.5,0.5
89,uni2,1000,0.5,0.5
89,virchow2,20,0.5,0.5
89,virchow2,50,0.5,0.5
89,virchow2,100,0.5,0.16666666666666666
89,virchow2,200,0.5,0.5
89,virchow2,500,0.5,0.5
89,virchow2,1000,0.5,0.5
90,gigapath,20,0.6666666666666666,0.5
90,gigapath,50,0.6666666666666666,0.6666666666666666
90,gigapath,100,0.6666666666666666,0.6666666666666666
90,gigapath,200,0.6666666666666666,0.6666666666666666
90,gigapath,500,0.6666666666666666,0.6666666666666666
90,gigapath,1000,0.6666666666666666,0.6666666666666666
90,uni2,20,0.6666666666666666,0.5
90,uni2,50,0.6666666666666666,0.3333333333333333
90,uni2,100,0.6666666666666666,0.6666666666666666
90,uni2,200,0.6666666666666666,0.6666666666666666
90,uni2,500,0.6666666666666666,0.8333333333333334
90,uni2,1000,0.6666666666666666,0.6666666666666666
90,virchow2,20,0.8333333333333334,0.5
90,virchow2,50,0.8333333333333334,0.8333333333333334
90,virchow2,100,0.8333333333333334,0.8333333333333334
90,virchow2,200,0.8333333333333334,0.8333333333333334
90,virchow2,500,0.8333333333333334,0.8333333333333334
90,virchow2,1000,0.8333333333333334,0.8333333333333334
91,gigapath,20,0.3333333333333333,0.0
91,gigapath,50,0.3333333333333333,0.16666666666666666
91,gigapath,100,0.3333333333333333,0.16666666666666666
91,gigapath,200,0.3333333333333333,0.0
91,gigapath,500,0.3333333333333333,0.3333333333333333
91,gigapath,1000,0.3333333333333333,0.5
91,uni2,20,0.5,0.3333333333333333
91,uni2,50,0.5,0.5
91,uni2,100,0.5,0.5
91,uni2,200,0.5,0.5
91,uni2,500,0.5,0.5
91,uni2,1000,0.5,0.5
91,virchow2,20,0.3333333333333333,0.3333333333333333
91,virchow2,50,0.3333333333333333,0.3333333333333333
91,virchow2,100,0.3333333333333333,0.3333333333333333
91,virchow2,200,0.3333333333333333,0.3333333333333333
91,virchow2,500,0.3333333333333333,0.3333333333333333
91,virchow2,1000,0.3333333333333333,0.3333333333333333
92,gigapath,20,0.5,0.5
92,gigapath,50,0.5,0.5
92,gigapath,100,0.5,0.5
92,gigapath,200,0.5,0.5
92,gigapath,500,0.5,0.5
92,gigapath,1000,0.5,0.5
92,uni2,20,0.8333333333333334,0.8333333333333334
92,uni2,50,0.8333333333333334,0.8333333333333334
92,uni2,100,0.8333333333333334,0.8333333333333334
92,uni2,200,0.8333333333333334,0.8333333333333334
92,uni2,500,0.8333333333333334,0.8333333333333334
92,uni2,1000,0.8333333333333334,0.8333333333333334
92,virchow2,20,0.5,0.5
92,virchow2,50,0.5,0.5
92,virchow2,100,0.5,0.3333333333333333
92,virchow2,200,0.5,0.3333333333333333
92,virchow2,500,0.5,0.5
92,virchow2,1000,0.5,0.5
93,gigapath,20,0.5,0.8333333333333334
93,gigapath,50,0.5,0.5
93,gigapath,100,0.5,0.8333333333333334
93,gigapath,200,0.5,0.8333333333333334
93,gigapath,500,0.5,0.8333333333333334
93,gigapath,1000,0.5,0.5
93,uni2,20,0.8333333333333334,0.16666666666666666
93,uni2,50,0.8333333333333334,0.8333333333333334
93,uni2,100,0.8333333333333334,0.8333333333333334
93,uni2,200,0.8333333333333334,0.8333333333333334
93,uni2,500,0.8333333333333334,0.8333333333333334
93,uni2,1000,0.8333333333333334,0.8333333333333334
93,virchow2,20,0.16666666666666666,0.5
93,virchow2,50,0.16666666666666666,0.16666666666666666
93,virchow2,100,0.16666666666666666,0.5
93,virchow2,200,0.16666666666666666,0.5
93,virchow2,500,0.16666666666666666,0.5
93,virchow2,1000,0.16666666666666666,0.16666666666666666
94,gigapath,20,0.6666666666666666,0.5
94,gigapath,50,0.6666666666666666,0.8333333333333334
94,gigapath,100,0.6666666666666666,0.8333333333333334
94,gigapath,200,0.6666666666666666,0.6666666666666666
94,gigapath,500,0.6666666666666666,0.6666666666666666
94,gigapath,1000,0.6666666666666666,0.6666666666666666
94,uni2,20,0.3333333333333333,0.0
94,uni2,50,0.3333333333333333,0.3333333333333333
94,uni2,100,0.3333333333333333,0.0
94,uni2,200,0.3333333333333333,0.6666666666666666
94,uni2,500,0.3333333333333333,0.3333333333333333
94,uni2,1000,0.3333333333333333,0.3333333333333333
94,virchow2,20,0.6666666666666666,0.8333333333333334
94,virchow2,50,0.6666666666666666,0.8333333333333334
94,virchow2,100,0.6666666666666666,0.8333333333333334
94,virchow2,200,0.6666666666666666,0.6666666666666666
94,virchow2,500,0.6666666666666666,0.6666666666666666
94,virchow2,1000,0.6666666666666666,0.6666666666666666
95,gigapath,20,0.16666666666666666,0.16666666666666666
95,gigapath,50,0.16666666666666666,0.16666666666666666
95,gigapath,100,0.16666666666666666,0.16666666666666666
95,gigapath,200,0.16666666666666666,0.16666666666666666
95,gigapath,500,0.16666666666666666,0.16666666666666666
95,gigapath,1000,0.16666666666666666,0.16666666666666666
95,uni2,20,0.5,0.5
95,uni2,50,0.5,0.16666666666666666
95,uni2,100,0.5,0.16666666666666666
95,uni2,200,0.5,0.16666666666666666
95,uni2,500,0.5,0.16666666666666666
95,uni2,1000,0.5,0.5
95,virchow2,20,0.5,0.16666666666666666
95,virchow2,50,0.5,0.0
95,virchow2,100,0.5,0.0
95,virchow2,200,0.5,0.16666666666666666
95,virchow2,500,0.5,0.5
95,virchow2,1000,0.5,0.5
96,gigapath,20,0.16666666666666666,0.3333333333333333
96,gigapath,50,0.16666666666666666,0.16666666666666666
96,gigapath,100,0.16666666666666666,0.0
96,gigapath,200,0.16666666666666666,0.0
96,gigapath,500,0.16666666666666666,0.16666666666666666
96,gigapath,1000,0.16666666666666666,0.16666666666666666
96,uni2,20,0.8333333333333334,0.5
96,uni2,50,0.8333333333333334,0.6666666666666666
96,uni2,100,0.8333333333333334,0.5
96,uni2,200,0.8333333333333334,0.8333333333333334
96,uni2,500,0.8333333333333334,0.8333333333333334
96,uni2,1000,0.8333333333333334,0.8333333333333334
96,virchow2,20,0.16666666666666666,0.16666666666666666
96,virchow2,50,0.16666666666666666,0.16666666666666666
96,virchow2,100,0.16666666666666666,0.16666666666666666
96,virchow2,200,0.16666666666666666,0.16666666666666666
96,virchow2,500,0.16666666666666666,0.16666666666666666
96,virchow2,1000,0.16666666666666666,0.16666666666666666
97,gigapath,20,1.0,0.6666666666666666
97,gigapath,50,1.0,0.6666666666666666
97,gigapath,100,1.0,1.0
97,gigapath,200,1.0,1.0
97,gigapath,500,1.0,0.6666666666666666
97,gigapath,1000,1.0,1.0
97,uni2,20,0.6666666666666666,0.3333333333333333
97,uni2,50,0.6666666666666666,0.5
97,uni2,100,0.6666666666666666,0.5
97,uni2,200,0.6666666666666666,0.6666666666666666
97,uni2,500,0.6666666666666666,0.6666666666666666
97,uni2,1000,0.6666666666666666,0.6666666666666666
97,virchow2,20,0.6666666666666666,0.5
97,virchow2,50,0.6666666666666666,0.6666666666666666
97,virchow2,100,0.6666666666666666,0.6666666666666666
97,virchow2,200,0.6666666666666666,0.6666666666666666
97,virchow2,500,0.6666666666666666,0.6666666666666666
97,virchow2,1000,0.6666666666666666,0.6666666666666666
98,gigapath,20,0.16666666666666666,0.3333333333333333
98,gigapath,50,0.16666666666666666,0.16666666666666666
98,gigapath,100,0.16666666666666666,0.5
98,gigapath,200,0.16666666666666666,0.16666666666666666
98,gigapath,500,0.16666666666666666,0.16666666666666666
98,gigapath,1000,0.16666666666666666,0.16666666666666666
98,uni2,20,0.5,0.3333333333333333
98,uni2,50,0.5,0.5
98,uni2,100,0.5,0.5
98,uni2,200,0.5,0.5
98,uni2,500,0.5,0.5
98,uni2,1000,0.5,0.5
98,virchow2,20,0.5,0.5
98,virchow2,50,0.5,0.5
98,virchow2,100,0.5,0.8333333333333334
98,virchow2,200,0.5,0.5
98,virchow2,500,0.5,0.16666666666666666
98,virchow2,1000,0.5,0.5
99,gigapath,20,0.16666666666666666,0.16666666666666666
99,gigapath,50,0.16666666666666666,0.16666666666666666
99,gigapath,100,0.16666666666666666,0.16666666666666666
99,gigapath,200,0.16666666666666666,0.5
99,gigapath,500,0.16666666666666666,0.16666666666666666
99,gigapath,1000,0.16666666666666666,0.16666666666666666
99,uni2,20,0.16666666666666666,0.3333333333333333
99,uni2,50,0.16666666666666666,0.16666666666666666
99,uni2,100,0.16666666666666666,0.16666666666666666
99,uni2,200,0.16666666666666666,0.16666666666666666
99,uni2,500,0.16666666666666666,0.16666666666666666
