split,model,k,full,top_k
190,gigapath,100,0.3333333333333333,0.0
190,gigapath,200,0.3333333333333333,0.0
190,gigapath,500,0.3333333333333333,0.0
190,gigapath,1000,0.3333333333333333,0.3333333333333333
190,uni2,20,0.3333333333333333,0.5
190,uni2,50,0.3333333333333333,0.6666666666666666
190,uni2,100,0.3333333333333333,0.8333333333333334
190,uni2,200,0.3333333333333333,0.8333333333333334
190,uni2,500,0.3333333333333333,0.6666666666666666
190,uni2,1000,0.3333333333333333,0.3333333333333333
190,virchow2,20,0.0,0.0
190,virchow2,50,0.0,0.0
190,virchow2,100,0.0,0.0
190,virchow2,200,0.0,0.0
190,virchow2,500,0.0,0.0
190,virchow2,1000,0.0,0.0
191,gigapath,20,0.16666666666666666,0.0
191,gigapath,50,0.16666666666666666,0.0
191,gigapath,100,0.16666666666666666,0.16666666666666666
191,gigapath,200,0.16666666666666666,0.16666666666666666
191,gigapath,500,0.16666666666666666,0.16666666666666666
191,gigapath,1000,0.16666666666666666,0.16666666666666666
191,uni2,20,0.16666666666666666,0.16666666666666666
191,uni2,50,0.16666666666666666,0.0
191,uni2,100,0.16666666666666666,0.16666666666666666
191,uni2,200,0.16666666666666666,0.16666666666666666
191,uni2,500,0.16666666666666666,0.16666666666666666
191,uni2,1000,0.16666666666666666,0.16666666666666666
191,virchow2,20,0.5,0.5
191,virchow2,50,0.5,0.16666666666666666
191,virchow2,100,0.5,0.16666666666666666
191,virchow2,200,0.5,0.16666666666666666
191,virchow2,500,0.5,0.16666666666666666
191,virchow2,1000,0.5,0.16666666666666666
192,gigapath,20,0.16666666666666666,0.0
192,gigapath,50,0.16666666666666666,0.16666666666666666
192,gigapath,100,0.16666666666666666,0.16666666666666666
192,gigapath,200,0.16666666666666666,0.16666666666666666
192,gigapath,500,0.16666666666666666,0.16666666666666666
192,gigapath,1000,0.16666666666666666,0.16666666666666666
192,uni2,20,0.5,0.0
192,uni2,50,0.5,0.16666666666666666
192,uni2,100,0.5,0.3333333333333333
192,uni2,200,0.5,0.3333333333333333
192,uni2,500,0.5,0.5
192,uni2,1000,0.5,0.5
192,virchow2,20,0.16666666666666666,0.16666666666666666
192,virchow2,50,0.16666666666666666,0.16666666666666666
192,virchow2,100,0.16666666666666666,0.16666666666666666
192,virchow2,200,0.16666666666666666,0.16666666666666666
192,virchow2,500,0.16666666666666666,0.16666666666666666
192,virchow2,1000,0.16666666666666666,0.16666666666666666
193,gigapath,20,0.5,0.5
193,gigapath,50,0.5,0.0
193,gigapath,100,0.5,0.5
193,gigapath,200,0.5,0.5
193,gigapath,500,0.5,0.5
193,gigapath,1000,0.5,0.5
193,uni2,20,0.6666666666666666,0.5
193,uni2,50,0.6666666666666666,0.6666666666666666
193,uni2,100,0.6666666666666666,0.6666666666666666
193,uni2,200,0.6666666666666666,0.6666666666666666
193,uni2,500,0.6666666666666666,0.6666666666666666
193,uni2,1000,0.6666666666666666,0.6666666666666666
193,virchow2,20,0.5,0.16666666666666666
193,virchow2,50,0.5,0.16666666666666666
193,virchow2,100,0.5,0.16666666666666666
193,virchow2,200,0.5,0.16666666666666666
193,virchow2,500,0.5,0.5
193,virchow2,1000,0.5,0.5
194,gigapath,20,0.6666666666666666,0.6666666666666666
194,gigapath,50,0.6666666666666666,0.6666666666666666
194,gigapath,100,0.6666666666666666,0.6666666666666666
194,gigapath,200,0.6666666666666666,0.6666666666666666
194,gigapath,500,0.6666666666666666,0.6666666666666666
194,gigapath,1000,0.6666666666666666,0.6666666666666666
194,uni2,20,0.6666666666666666,0.3333333333333333
194,uni2,50,0.6666666666666666,0.6666666666666666
194,uni2,100,0.6666666666666666,0.6666666666666666
194,uni2,200,0.6666666666666666,0.6666666666666666
194,uni2,500,0.6666666666666666,0.6666666666666666
194,uni2,1000,0.6666666666666666,0.6666666666666666
194,virchow2,20,0.5,0.5
194,virchow2,50,0.5,0.5
194,virchow2,100,0.5,0.5
194,virchow2,200,0.5,0.5
194,virchow2,500,0.5,0.5
194,virchow2,1000,0.5,0.5
195,gigapath,20,0.6666666666666666,0.3333333333333333
195,gigapath,50,0.6666666666666666,0.6666666666666666
195,gigapath,100,0.6666666666666666,0.6666666666666666
195,gigapath,200,0.6666666666666666,0.6666666666666666
195,gigapath,500,0.6666666666666666,0.6666666666666666
195,gigapath,1000,0.6666666666666666,0.6666666666666666
195,uni2,20,0.8333333333333334,0.16666666666666666
195,uni2,50,0.8333333333333334,0.3333333333333333
195,uni2,100,0.8333333333333334,0.8333333333333334
195,uni2,200,0.8333333333333334,0.8333333333333334
195,uni2,500,0.8333333333333334,0.8333333333333334
195,uni2,1000,0.8333333333333334,0.8333333333333334
195,virchow2,20,0.6666666666666666,0.3333333333333333
195,virchow2,50,0.6666666666666666,0.8333333333333334
195,virchow2,100,0.6666666666666666,0.6666666666666666
195,virchow2,200,0.6666666666666666,0.6666666666666666
195,virchow2,500,0.6666666666666666,0.6666666666666666
195,virchow2,1000,0.6666666666666666,0.6666666666666666
196,gigapath,20,0.3333333333333333,0.3333333333333333
196,gigapath,50,0.3333333333333333,0.3333333333333333
196,gigapath,100,0.3333333333333333,0.16666666666666666
196,gigapath,200,0.3333333333333333,0.16666666666666666
196,gigapath,500,0.3333333333333333,0.3333333333333333
196,gigapath,1000,0.3333333333333333,0.16666666666666666
196,uni2,20,0.5,0.5
196,uni2,50,0.5,0.5
196,uni2,100,0.5,0.5
196,uni2,200,0.5,0.6666666666666666
196,uni2,500,0.5,0.5
196,uni2,1000,0.5,0.5
196,virchow2,20,0.16666666666666666,0.3333333333333333
196,virchow2,50,0.16666666666666666,0.3333333333333333
196,virchow2,100,0.16666666666666666,0.3333333333333333
196,virchow2,200,0.16666666666666666,0.16666666666666666
196,virchow2,500,0.16666666666666666,0.16666666666666666
196,virchow2,1000,0.16666666666666666,0.16666666666666666
197,gigapath,20,0.0,0.3333333333333333
197,gigapath,50,0.0,0.0
197,gigapath,100,0.0,0.0
197,gigapath,200,0.0,0.0
197,gigapath,500,0.0,0.0
197,gigapath,1000,0.0,0.0
197,uni2,20,0.3333333333333333,0.3333333333333333
197,uni2,50,0.3333333333333333,0.3333333333333333
197,uni2,100,0.3333333333333333,0.3333333333333333
197,uni2,200,0.3333333333333333,0.3333333333333333
197,uni2,500,0.3333333333333333,0.3333333333333333
197,uni2,1000,0.3333333333333333,0.3333333333333333
197,virchow2,20,0.5,0.0
197,virchow2,50,0.5,0.0
197,virchow2,100,0.5,0.0
197,virchow2,200,0.5,0.0
197,virchow2,500,0.5,0.0
197,virchow2,1000,0.5,0.3333333333333333
198,gigapath,20,0.5,0.8333333333333334
198,gigapath,50,0.5,0.6666666666666666
198,gigapath,100,0.5,0.6666666666666666
198,gigapath,200,0.5,0.5
198,gigapath,500,0.5,0.5
198,gigapath,1000,0.5,0.5
198,uni2,20,1.0,0.5
198,uni2,50,1.0,0.6666666666666666
198,uni2,100,1.0,1.0
198,uni2,200,1.0,1.0
198,uni2,500,1.0,1.0
198,uni2,1000,1.0,1.0
198,virchow2,20,0.8333333333333334,0.3333333333333333
198,virchow2,50,0.8333333333333334,0.5
198,virchow2,100,0.8333333333333334,0.8333333333333334
198,virchow2,200,0.8333333333333334,0.8333333333333334
198,virchow2,500,0.8333333333333334,0.8333333333333334
198,virchow2,1000,0.8333333333333334,0.8333333333333334
199,gigapath,20,0.6666666666666666,0.6666666666666666
199,gigapath,50,0.6666666666666666,0.6666666666666666
199,gigapath,100,0.6666666666666666,0.6666666666666666
199,gigapath,200,0.6666666666666666,0.6666666666666666
199,gigapath,500,0.6666666666666666,0.6666666666666666
199,gigapath,1000,0.6666666666666666,0.6666666666666666
199,uni2,20,0.6666666666666666,0.6666666666666666
199,uni2,50,0.6666666666666666,0.6666666666666666
199,uni2,100,0.6666666666666666,0.6666666666666666
199,uni2,200,0.6666666666666666,0.6666666666666666
199,uni2,500,0.6666666666666666,0.6666666666666666
199,uni2,1000,0.6666666666666666,0.6666666666666666
199,virchow2,20,0.6666666666666666,0.3333333333333333
199,virchow2,50,0.6666666666666666,0.6666666666666666
199,virchow2,100,0.6666666666666666,0.8333333333333334
199,virchow2,200,0.6666666666666666,0.6666666666666666
199,virchow2,500,0.6666666666666666,0.6666666666666666
199,virchow2,1000,0.6666666666666666,0.6666666666666666
200,gigapath,20,0.3333333333333333,0.5
200,gigapath,50,0.3333333333333333,0.5
200,gigapath,100,0.3333333333333333,0.5
200,gigapath,200,0.3333333333333333,0.5
200,gigapath,500,0.3333333333333333,0.3333333333333333
200,gigapath,1000,0.3333333333333333,0.3333333333333333
200,uni2,20,0.5,0.0
200,uni2,50,0.5,0.5
200,uni2,100,0.5,0.5
200,uni2,200,0.5,0.5
200,uni2,500,0.5,0.5
200,uni2,1000,0.5,0.5
200,virchow2,20,0.3333333333333333,0.6666666666666666
200,virchow2,50,0.3333333333333333,0.3333333333333333
200,virchow2,100,0.3333333333333333,0.3333333333333333
200,virchow2,200,0.3333333333333333,0.3333333333333333
200,virchow2,500,0.3333333333333333,0.3333333333333333
200,virchow2,1000,0.3333333333333333,0.3333333333333333
201,gigapath,20,0.16666666666666666,0.16666666666666666
201,gigapath,50,0.16666666666666666,0.5
201,gigapath,100,0.16666666666666666,0.5
201,gigapath,200,0.16666666666666666,0.5
201,gigapath,500,0.16666666666666666,0.5
201,gigapath,1000,0.16666666666666666,0.16666666666666666
201,uni2,20,0.16666666666666666,0.5
201,uni2,50,0.16666666666666666,0.16666666666666666
201,uni2,100,0.16666666666666666,0.16666666666666666
201,uni2,200,0.16666666666666666,0.16666666666666666
201,uni2,500,0.16666666666666666,0.16666666666666666
201,uni2,1000,0.16666666666666666,0.16666666666666666
201,virchow2,20,0.16666666666666666,0.3333333333333333
201,virchow2,50,0.16666666666666666,0.3333333333333333
201,virchow2,100,0.16666666666666666,0.16666666666666666
201,virchow2,200,0.16666666666666666,0.16666666666666666
201,virchow2,500,0.16666666666666666,0.16666666666666666
201,virchow2,1000,0.16666666666666666,0.16666666666666666
202,gigapath,20,0.16666666666666666,0.5
202,gigapath,50,0.16666666666666666,0.16666666666666666
202,gigapath,100,0.16666666666666666,0.16666666666666666
202,gigapath,200,0.16666666666666666,0.16666666666666666
202,gigapath,500,0.16666666666666666,0.16666666666666666
202,gigapath,1000,0.16666666666666666,0.16666666666666666
202,uni2,20,0.6666666666666666,0.6666666666666666
202,uni2,50,0.6666666666666666,0.6666666666666666
202,uni2,100,0.6666666666666666,0.6666666666666666
202,uni2,200,0.6666666666666666,0.6666666666666666
202,uni2,500,0.6666666666666666,0.6666666666666666
202,uni2,1000,0.6666666666666666,0.5
202,virchow2,20,0.16666666666666666,0.5
202,virchow2,50,0.16666666666666666,0.16666666666666666
202,virchow2,100,0.16666666666666666,0.16666666666666666
202,virchow2,200,0.16666666666666666,0.16666666666666666
202,virchow2,500,0.16666666666666666,0.16666666666666666
202,virchow2,1000,0.16666666666666666,0.16666666666666666
203,gigapath,20,0.16666666666666666,0.0
203,gigapath,50,0.16666666666666666,0.16666666666666666
203,gigapath,100,0.16666666666666666,0.16666666666666666
203,gigapath,200,0.16666666666666666,0.16666666666666666
203,gigapath,500,0.16666666666666666,0.16666666666666666
203,gigapath,1000,0.16666666666666666,0.16666666666666666
203,uni2,20,0.3333333333333333,0.0
203,uni2,50,0.3333333333333333,0.3333333333333333
203,uni2,100,0.3333333333333333,0.3333333333333333
203,uni2,200,0.3333333333333333,0.3333333333333333
203,uni2,500,0.3333333333333333,0.0
203,uni2,1000,0.3333333333333333,0.0
203,virchow2,20,0.16666666666666666,0.0
203,virchow2,50,0.16666666666666666,0.16666666666666666
203,virchow2,100,0.16666666666666666,0.16666666666666666
203,virchow2,200,0.16666666666666666,0.16666666666666666
203,virchow2,500,0.16666666666666666,0.16666666666666666
203,virchow2,1000,0.16666666666666666,0.16666666666666666
204,gigapath,20,0.5,0.5
204,gigapath,50,0.5,0.3333333333333333
204,gigapath,100,0.5,0.5
204,gigapath,200,0.5,0.5
204,gigapath,500,0.5,0.5
204,gigapath,1000,0.5,0.5
204,uni2,20,0.5,0.3333333333333333
204,uni2,50,0.5,0.3333333333333333
204,uni2,100,0.5,0.3333333333333333
204,uni2,200,0.5,0.5
204,uni2,500,0.5,0.5
204,uni2,1000,0.5,0.5
204,virchow2,20,0.5,0.5
204,virchow2,50,0.5,0.5
204,virchow2,100,0.5,0.5
204,virchow2,200,0.5,0.5
204,virchow2,500,0.5,0.5
204,virchow2,1000,0.5,0.5
205,gigapath,20,0.6666666666666666,0.5
205,gigapath,50,0.6666666666666666,0.8333333333333334
205,gigapath,100,0.6666666666666666,0.6666666666666666
205,gigapath,200,0.6666666666666666,0.6666666666666666
205,gigapath,500,0.6666666666666666,0.6666666666666666
205,gigapath,1000,0.6666666666666666,0.6666666666666666
205,uni2,20,0.6666666666666666,0.0
205,uni2,50,0.6666666666666666,0.8333333333333334
205,uni2,100,0.6666666666666666,0.8333333333333334
205,uni2,200,0.6666666666666666,0.8333333333333334
205,uni2,500,0.6666666666666666,0.6666666666666666
205,uni2,1000,0.6666666666666666,0.6666666666666666
205,virchow2,20,0.3333333333333333,0.3333333333333333
205,virchow2,50,0.3333333333333333,0.3333333333333333
205,virchow2,100,0.3333333333333333,0.3333333333333333
205,virchow2,200,0.3333333333333333,0.3333333333333333
205,virchow2,500,0.3333333333333333,0.3333333333333333
205,virchow2,1000,0.3333333333333333,0.3333333333333333
206,gigapath,20,0.5,0.5
206,gigapath,50,0.5,0.5
206,gigapath,100,0.5,0.5
206,gigapath,200,0.5,0.3333333333333333
206,gigapath,500,0.5,0.3333333333333333
206,gigapath,1000,0.5,0.5
206,uni2,20,0.5,0.3333333333333333
206,uni2,50,0.5,0.5
206,uni2,100,0.5,0.5
206,uni2,200,0.5,0.5
206,uni2,500,0.5,0.5
206,uni2,1000,0.5,0.5
206,virchow2,20,0.3333333333333333,0.5
206,virchow2,50,0.3333333333333333,0.5
206,virchow2,100,0.3333333333333333,0.3333333333333333
206,virchow2,200,0.3333333333333333,0.3333333333333333
206,virchow2,500,0.3333333333333333,0.3333333333333333
206,virchow2,1000,0.3333333333333333,0.3333333333333333
207,gigapath,20,0.5,0.5
207,gigapath,50,0.5,0.5
207,gigapath,100,0.5,0.5
207,gigapath,200,0.5,0.5
207,gigapath,500,0.5,0.5
207,gigapath,1000,0.5,0.5
207,uni2,20,0.5,0.0
207,uni2,50,0.5,0.5
207,uni2,100,0.5,0.5
207,uni2,200,0.5,0.8333333333333334
207,uni2,500,0.5,0.5
207,uni2,1000,0.5,0.8333333333333334
207,virchow2,20,0.8333333333333334,0.16666666666666666
207,virchow2,50,0.8333333333333334,0.5
207,virchow2,100,0.8333333333333334,0.5
207,virchow2,200,0.8333333333333334,0.8333333333333334
207,virchow2,500,0.8333333333333334,0.8333333333333334
207,virchow2,1000,0.8333333333333334,0.8333333333333334
208,gigapath,20,0.3333333333333333,0.5
208,gigapath,50,0.3333333333333333,0.5
208,gigapath,100,0.3333333333333333,0.3333333333333333
208,gigapath,200,0.3333333333333333,0.3333333333333333
208,gigapath,500,0.3333333333333333,0.3333333333333333
208,gigapath,1000,0.3333333333333333,0.3333333333333333
208,uni2,20,0.3333333333333333,0.6666666666666666
208,uni2,50,0.3333333333333333,0.5
208,uni2,100,0.3333333333333333,0.5
208,uni2,200,0.3333333333333333,0.5
208,uni2,500,0.3333333333333333,0.5
208,uni2,1000,0.3333333333333333,0.3333333333333333
208,virchow2,20,0.3333333333333333,0.3333333333333333
208,virchow2,50,0.3333333333333333,0.3333333333333333
208,virchow2,100,0.3333333333333333,0.3333333333333333
208,virchow2,200,0.3333333333333333,0.3333333333333333
208,virchow2,500,0.3333333333333333,0.3333333333333333
208,virchow2,1000,0.3333333333333333,0.3333333333333333
209,gigapath,20,0.6666666666666666,0.5
209,gigapath,50,0.6666666666666666,0.3333333333333333
209,gigapath,100,0.6666666666666666,0.6666666666666666
209,gigapath,200,0.6666666666666666,0.6666666666666666
209,gigapath,500,0.6666666666666666,0.6666666666666666
209,gigapath,1000,0.6666666666666666,0.6666666666666666
209,uni2,20,0.6666666666666666,0.6666666666666666
209,uni2,50,0.6666666666666666,0.6666666666666666
209,uni2,100,0.6666666666666666,0.6666666666666666
209,uni2,200,0.6666666666666666,0.6666666666666666
209,uni2,500,0.6666666666666666,0.6666666666666666
209,uni2,1000,0.6666666666666666,0.6666666666666666
209,virchow2,20,0.6666666666666666,0.5
209,virchow2,50,0.6666666666666666,0.6666666666666666
209,virchow2,100,0.6666666666666666,0.6666666666666666
209,virchow2,200,0.6666666666666666,0.6666666666666666
209,virchow2,500,0.6666666666666666,0.6666666666666666
209,virchow2,1000,0.6666666666666666,0.6666666666666666
210,gigapath,20,0.0,0.0
210,gigapath,50,0.0,0.0
210,gigapath,100,0.0,0.0
210,gigapath,200,0.0,0.0
210,gigapath,500,0.0,0.0
210,gigapath,1000,0.0,0.0
210,uni2,20,0.3333333333333333,0.5
210,uni2,50,0.3333333333333333,0.8333333333333334
210,uni2,100,0.3333333333333333,0.8333333333333334
210,uni2,200,0.3333333333333333,0.8333333333333334
210,uni2,500,0.3333333333333333,0.3333333333333333
210,uni2,1000,0.3333333333333333,0.3333333333333333
210,virchow2,20,0.0,0.16666666666666666
210,virchow2,50,0.0,0.0
210,virchow2,100,0.0,0.3333333333333333
210,virchow2,200,0.0,0.0
210,virchow2,500,0.0,0.0
210,virchow2,1000,0.0,0.0
211,gigapath,20,0.6666666666666666,0.3333333333333333
211,gigapath,50,0.6666666666666666,0.5
211,gigapath,100,0.6666666666666666,0.5
211,gigapath,200,0.6666666666666666,0.5
211,gigapath,500,0.6666666666666666,0.5
211,gigapath,1000,0.6666666666666666,0.5
211,uni2,20,0.8333333333333334,0.5
211,uni2,50,0.8333333333333334,0.5
211,uni2,100,0.8333333333333334,0.8333333333333334
211,uni2,200,0.8333333333333334,0.8333333333333334
211,uni2,500,0.8333333333333334,0.8333333333333334
211,uni2,1000,0.8333333333333334,0.8333333333333334
211,virchow2,20,0.5,0.5
211,virchow2,50,0.5,0.6666666666666666
211,virchow2,100,0.5,0.6666666666666666
211,virchow2,200,0.5,0.6666666666666666
211,virchow2,500,0.5,0.5
211,virchow2,1000,0.5,0.5
212,gigapath,20,0.3333333333333333,0.5
212,gigapath,50,0.3333333333333333,0.16666666666666666
212,gigapath,100,0.3333333333333333,0.3333333333333333
212,gigapath,200,0.3333333333333333,0.3333333333333333
212,gigapath,500,0.3333333333333333,0.3333333333333333
212,gigapath,1000,0.3333333333333333,0.3333333333333333
212,uni2,20,0.3333333333333333,0.3333333333333333
212,uni2,50,0.3333333333333333,0.3333333333333333
212,uni2,100,0.3333333333333333,0.3333333333333333
212,uni2,200,0.3333333333333333,0.3333333333333333
212,uni2,500,0.3333333333333333,0.3333333333333333
212,uni2,1000,0.3333333333333333,0.3333333333333333
212,virchow2,20,0.3333333333333333,0.3333333333333333
212,virchow2,50,0.3333333333333333,0.3333333333333333
212,virchow2,100,0.3333333333333333,0.16666666666666666
212,virchow2,200,0.3333333333333333,0.3333333333333333
212,virchow2,500,0.3333333333333333,0.3333333333333333
212,virchow2,1000,0.3333333333333333,0.3333333333333333
213,gigapath,20,0.5,0.6666666666666666
213,gigapath,50,0.5,0.8333333333333334
213,gigapath,100,0.5,0.8333333333333334
213,gigapath,200,0.5,0.8333333333333334
213,gigapath,500,0.5,0.8333333333333334
213,gigapath,1000,0.5,0.5
213,uni2,20,0.8333333333333334,0.0
213,uni2,50,0.8333333333333334,1.0
213,uni2,100,0.8333333333333334,0.8333333333333334
213,uni2,200,0.8333333333333334,0.8333333333333334
213,uni2,500,0.8333333333333334,0.8333333333333334
213,uni2,1000,0.8333333333333334,0.8333333333333334
213,virchow2,20,0.16666666666666666,0.16666666666666666
213,virchow2,50,0.16666666666666666,0.16666666666666666
213,virchow2,100,0.16666666666666666,0.16666666666666666
213,virchow2,200,0.16666666666666666,0.16666666666666666
213,virchow2,500,0.16666666666666666,0.16666666666666666
213,virchow2,1000,0.16666666666666666,0.16666666666666666
214,gigapath,20,0.0,0.0
214,gigapath,50,0.0,0.0
214,gigapath,100,0.0,0.0
214,gigapath,200,0.0,0.0
214,gigapath,500,0.0,0.0
214,gigapath,1000,0.0,0.0
214,uni2,20,0.3333333333333333,0.3333333333333333
214,uni2,50,0.3333333333333333,0.3333333333333333
214,uni2,100,0.3333333333333333,0.3333333333333333
214,uni2,200,0.3333333333333333,0.3333333333333333
214,uni2,500,0.3333333333333333,0.3333333333333333
214,uni2,1000,0.3333333333333333,0.3333333333333333
214,virchow2,20,0.5,0.0
214,virchow2,50,0.5,0.5
214,virchow2,100,0.5,0.5
214,virchow2,200,0.5,0.5
214,virchow2,500,0.5,0.16666666666666666
214,virchow2,1000,0.5,0.5
215,gigapath,20,0.5,0.5
215,gigapath,50,0.5,0.5
215,gigapath,100,0.5,0.5
215,gigapath,200,0.5,0.5
215,gigapath,500,0.5,0.5
215,gigapath,1000,0.5,0.5
215,uni2,20,0.5,0.5
215,uni2,50,0.5,0.5
215,uni2,100,0.5,0.5
215,uni2,200,0.5,0.5
215,uni2,500,0.5,0.5
215,uni2,1000,0.5,0.5
215,virchow2,20,0.5,0.5
215,virchow2,50,0.5,0.5
215,virchow2,100,0.5,0.5
215,virchow2,200,0.5,0.5
215,virchow2,500,0.5,0.5
215,virchow2,1000,0.5,0.5
216,gigapath,20,0.3333333333333333,0.3333333333333333
216,gigapath,50,0.3333333333333333,0.6666666666666666
216,gigapath,100,0.3333333333333333,0.3333333333333333
216,gigapath,200,0.3333333333333333,0.3333333333333333
216,gigapath,500,0.3333333333333333,0.3333333333333333
216,gigapath,1000,0.3333333333333333,0.3333333333333333
216,uni2,20,0.3333333333333333,0.3333333333333333
216,uni2,50,0.3333333333333333,0.6666666666666666
216,uni2,100,0.3333333333333333,0.6666666666666666
216,uni2,200,0.3333333333333333,0.6666666666666666
216,uni2,500,0.3333333333333333,0.3333333333333333
216,uni2,1000,0.3333333333333333,0.3333333333333333
216,virchow2,20,0.3333333333333333,0.3333333333333333
216,virchow2,50,0.3333333333333333,0.3333333333333333
216,virchow2,100,0.3333333333333333,0.3333333333333333
216,virchow2,200,0.3333333333333333,0.3333333333333333
216,virchow2,500,0.3333333333333333,0.3333333333333333
216,virchow2,1000,0.3333333333333333,0.3333333333333333
217,gigapath,20,0.16666666666666666,0.5
217,gigapath,50,0.16666666666666666,0.16666666666666666
217,gigapath,100,0.16666666666666666,0.16666666666666666
217,gigapath,200,0.16666666666666666,0.16666666666666666
217,gigapath,500,0.16666666666666666,0.16666666666666666
217,gigapath,1000,0.16666666666666666,0.16666666666666666
217,uni2,20,0.6666666666666666,0.6666666666666666
217,uni2,50,0.6666666666666666,0.6666666666666666
217,uni2,100,0.6666666666666666,0.6666666666666666
217,uni2,200,0.6666666666666666,0.6666666666666666
217,uni2,500,0.6666666666666666,0.6666666666666666
217,uni2,1000,0.6666666666666666,0.5
217,virchow2,20,0.16666666666666666,0.5
217,virchow2,50,0.16666666666666666,0.16666666666666666
217,virchow2,100,0.16666666666666666,0.16666666666666666
217,virchow2,200,0.16666666666666666,0.16666666666666666
217,virchow2,500,0.16666666666666666,0.16666666666666666
217,virchow2,1000,0.16666666666666666,0.16666666666666666
218,gigapath,20,0.5,0.5
218,gigapath,50,0.5,0.5
218,gigapath,100,0.5,0.5
218,gigapath,200,0.5,0.5
218,gigapath,500,0.5,0.5
218,gigapath,1000,0.5,0.5
218,uni2,20,0.6666666666666666,0.5
218,uni2,50,0.6666666666666666,0.5
218,uni2,100,0.6666666666666666,0.5
218,uni2,200,0.6666666666666666,0.5
218,uni2,500,0.6666666666666666,0.5
218,uni2,1000,0.6666666666666666,0.6666666666666666
218,virchow2,20,0.5,0.5
218,virchow2,50,0.5,0.5
218,virchow2,100,0.5,0.5
218,virchow2,200,0.5,0.5
218,virchow2,500,0.5,0.5
218,virchow2,1000,0.5,0.5
219,gigapath,20,0.5,0.5
219,gigapath,50,0.5,0.5
219,gigapath,100,0.5,0.3333333333333333
219,gigapath,200,0.5,0.3333333333333333
219,gigapath,500,0.5,0.5
219,gigapath,1000,0.5,0.5
219,uni2,20,0.5,0.5
219,uni2,50,0.5,0.5
219,uni2,100,0.5,0.5
219,uni2,200,0.5,0.5
219,uni2,500,0.5,0.5
219,uni2,1000,0.5,0.5
219,virchow2,20,0.5,0.16666666666666666
219,virchow2,50,0.5,0.5
219,virchow2,100,0.5,0.5
219,virchow2,200,0.5,0.5
219,virchow2,500,0.5,0.5
219,virchow2,1000,0.5,0.5
220,gigapath,20,0.16666666666666666,0.16666666666666666
220,gigapath,50,0.16666666666666666,0.16666666666666666
220,gigapath,100,0.16666666666666666,0.16666666666666666
220,gigapath,200,0.16666666666666666,0.16666666666666666
220,gigapath,500,0.16666666666666666,0.16666666666666666
220,gigapath,1000,0.16666666666666666,0.16666666666666666
220,uni2,20,0.16666666666666666,0.16666666666666666
220,uni2,50,0.16666666666666666,0.16666666666666666
220,uni2,100,0.16666666666666666,0.16666666666666666
220,uni2,200,0.16666666666666666,0.16666666666666666
220,uni2,500,0.16666666666666666,0.16666666666666666
220,uni2,1000,0.16666666666666666,0.16666666666666666
220,virchow2,20,0.16666666666666666,0.0
220,virchow2,50,0.16666666666666666,0.0
220,virchow2,100,0.16666666666666666,0.16666666666666666
220,virchow2,200,0.16666666666666666,0.0
220,virchow2,500,0.16666666666666666,0.16666666666666666
220,virchow2,1000,0.16666666666666666,0.16666666666666666
221,gigapath,20,0.5,0.6666666666666666
221,gigapath,50,0.5,0.5
221,gigapath,100,0.5,0.5
221,gigapath,200,0.5,0.5
221,gigapath,500,0.5,0.5
221,gigapath,1000,0.5,0.5
221,uni2,20,0.5,0.5
221,uni2,50,0.5,0.5
221,uni2,100,0.5,0.8333333333333334
221,uni2,200,0.5,0.5
221,uni2,500,0.5,0.5
221,uni2,1000,0.5,0.5
221,virchow2,20,0.5,0.3333333333333333
221,virchow2,50,0.5,0.3333333333333333
221,virchow2,100,0.5,0.3333333333333333
221,virchow2,200,0.5,0.3333333333333333
221,virchow2,500,0.5,0.3333333333333333
221,virchow2,1000,0.5,0.3333333333333333
222,gigapath,20,0.5,0.5
222,gigapath,50,0.5,0.5
222,gigapath,100,0.5,0.5
222,gigapath,200,0.5,0.5
222,gigapath,500,0.5,0.5
222,gigapath,1000,0.5,0.5
222,uni2,20,0.5,0.3333333333333333
222,uni2,50,0.5,0.5
222,uni2,100,0.5,0.5
222,uni2,200,0.5,0.5
222,uni2,500,0.5,0.5
222,uni2,1000,0.5,0.5
222,virchow2,20,0.5,0.5
222,virchow2,50,0.5,0.8333333333333334
222,virchow2,100,0.5,0.5
222,virchow2,200,0.5,0.5
222,virchow2,500,0.5,0.5
222,virchow2,1000,0.5,0.5
223,gigapath,20,0.5,0.3333333333333333
223,gigapath,50,0.5,0.3333333333333333
223,gigapath,100,0.5,0.16666666666666666
223,gigapath,200,0.5,0.16666666666666666
223,gigapath,500,0.5,0.16666666666666666
223,gigapath,1000,0.5,0.3333333333333333
223,uni2,20,0.8333333333333334,0.6666666666666666
223,uni2,50,0.8333333333333334,0.6666666666666666
223,uni2,100,0.8333333333333334,0.6666666666666666
223,uni2,200,0.8333333333333334,0.8333333333333334
223,uni2,500,0.8333333333333334,0.8333333333333334
223,uni2,1000,0.8333333333333334,0.8333333333333334
223,virchow2,20,0.0,0.8333333333333334
223,virchow2,50,0.0,0.0
223,virchow2,100,0.0,0.0
223,virchow2,200,0.0,0.0
223,virchow2,500,0.0,0.0
223,virchow2,1000,0.0,0.0
224,gigapath,20,0.16666666666666666,0.16666666666666666
224,gigapath,50,0.16666666666666666,0.16666666666666666
224,gigapath,100,0.16666666666666666,0.3333333333333333
