repeat,fold,mean_accuracy,mean_balacc,mean_f1,attention_accuracy,attention_balacc,attention_f1
7,3,0.5,0.5,0.4444444444444444,0.5,0.5,0.38888888888888884
7,4,0.5,0.6666666666666666,0.4444444444444444,0.5,0.3333333333333333,0.2222222222222222
7,5,0.5,0.6666666666666666,0.5,0.5,0.6666666666666666,0.5
8,1,0.75,0.6666666666666666,0.5555555555555555,0.0,0.0,0.0
8,2,0.5,0.5,0.4444444444444444,0.5,0.5,0.4444444444444444
8,3,0.5,0.3333333333333333,0.2222222222222222,0.0,0.0,0.0
8,4,0.25,0.3333333333333333,0.16666666666666666,0.5,0.3333333333333333,0.2222222222222222
8,5,0.5,0.6666666666666666,0.5,0.5,0.5,0.38888888888888884
9,1,0.5,0.5,0.38888888888888884,0.0,0.0,0.0
9,2,0.75,0.8333333333333334,0.7777777777777777,0.25,0.3333333333333333,0.13333333333333333
9,3,0.5,0.5,0.38888888888888884,0.5,0.5,0.38888888888888884
9,4,0.5,0.6666666666666666,0.5,0.75,0.8333333333333334,0.7777777777777777
9,5,0.5,0.6666666666666666,0.4444444444444444,0.25,0.3333333333333333,0.2222222222222222
10,1,0.75,0.6666666666666666,0.5555555555555555,0.25,0.3333333333333333,0.16666666666666666
10,2,0.5,0.5,0.5,0.25,0.16666666666666666,0.13333333333333333
10,3,0.5,0.3333333333333333,0.2222222222222222,0.25,0.3333333333333333,0.13333333333333333
10,4,0.25,0.3333333333333333,0.16666666666666666,0.25,0.16666666666666666,0.13333333333333333
10,5,0.5,0.6666666666666666,0.5,0.5,0.6666666666666666,0.5
11,1,0.25,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0
11,2,0.75,0.6666666666666666,0.6,0.25,0.16666666666666666,0.16666666666666666
11,3,0.75,0.6666666666666666,0.6,0.25,0.3333333333333333,0.16666666666666666
11,4,0.5,0.6666666666666666,0.5,0.5,0.5,0.5
11,5,0.5,0.5,0.38888888888888884,0.5,0.5,0.5
12,1,0.5,0.5,0.38888888888888884,0.25,0.3333333333333333,0.13333333333333333
12,2,0.25,0.16666666666666666,0.13333333333333333,0.25,0.16666666666666666,0.16666666666666666
12,3,0.5,0.5,0.38888888888888884,0.5,0.6666666666666666,0.4444444444444444
12,4,0.5,0.6666666666666666,0.4444444444444444,0.5,0.5,0.5
12,5,0.5,0.6666666666666666,0.4444444444444444,0.25,0.3333333333333333,0.16666666666666666
13,1,0.75,0.6666666666666666,0.5555555555555555,0.0,0.0,0.0
13,2,0.75,0.6666666666666666,0.5555555555555555,0.25,0.3333333333333333,0.13333333333333333
13,3,0.5,0.5,0.38888888888888884,0.75,0.8333333333333334,0.7777777777777777
13,4,0.25,0.3333333333333333,0.3333333333333333,0.25,0.16666666666666666,0.16666666666666666
13,5,0.25,0.3333333333333333,0.13333333333333333,0.5,0.5,0.38888888888888884
14,1,0.25,0.16666666666666666,0.2222222222222222,0.0,0.0,0.0
14,2,0.5,0.5,0.38888888888888884,0.5,0.5,0.38888888888888884
14,3,0.75,0.6666666666666666,0.5555555555555555,0.25,0.3333333333333333,0.13333333333333333
14,4,0.5,0.6666666666666666,0.5,0.5,0.5,0.38888888888888884
14,5,0.5,0.6666666666666666,0.4444444444444444,0.75,0.8333333333333334,0.7777777777777777
15,1,0.75,0.6666666666666666,0.5555555555555555,0.75,0.8333333333333334,0.7777777777777777
15,2,0.5,0.5,0.38888888888888884,0.25,0.16666666666666666,0.13333333333333333
15,3,0.75,0.8333333333333334,0.7777777777777777,0.25,0.3333333333333333,0.13333333333333333
15,4,0.25,0.3333333333333333,0.13333333333333333,0.25,0.3333333333333333,0.13333333333333333
15,5,0.5,0.6666666666666666,0.5,0.25,0.3333333333333333,0.2222222222222222
16,1,0.5,0.5,0.38888888888888884,0.25,0.16666666666666666,0.2222222222222222
16,2,0.5,0.5,0.4444444444444444,0.25,0.16666666666666666,0.2222222222222222
16,3,0.75,0.6666666666666666,0.5555555555555555,0.0,0.0,0.0
16,4,0.25,0.3333333333333333,0.3333333333333333,0.25,0.16666666666666666,0.13333333333333333
16,5,0.5,0.6666666666666666,0.5,0.5,0.6666666666666666,0.5
17,1,0.25,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0
17,2,0.5,0.5,0.4444444444444444,0.25,0.16666666666666666,0.16666666666666666
17,3,0.75,0.6666666666666666,0.6,0.0,0.0,0.0
17,4,0.5,0.6666666666666666,0.4444444444444444,0.75,0.8333333333333334,0.7777777777777777
17,5,0.5,0.6666666666666666,0.5,0.25,0.16666666666666666,0.13333333333333333
18,1,0.5,0.3333333333333333,0.2222222222222222,0.5,0.3333333333333333,0.2222222222222222
18,2,0.5,0.5,0.4444444444444444,0.25,0.3333333333333333,0.13333333333333333
18,3,0.75,0.6666666666666666,0.5555555555555555,0.25,0.3333333333333333,0.13333333333333333
18,4,0.25,0.3333333333333333,0.13333333333333333,0.5,0.5,0.38888888888888884
18,5,0.5,0.6666666666666666,0.5,0.25,0.16666666666666666,0.13333333333333333
19,1,0.25,0.3333333333333333,0.13333333333333333,0.25,0.16666666666666666,0.2222222222222222
19,2,0.5,0.5,0.4444444444444444,0.5,0.6666666666666666,0.5
19,3,0.5,0.5,0.38888888888888884,0.5,0.5,0.4444444444444444
19,4,0.5,0.6666666666666666,0.4444444444444444,0.0,0.0,0.0
19,5,0.5,0.6666666666666666,0.5,0.5,0.5,0.38888888888888884
20,1,0.75,0.6666666666666666,0.5555555555555555,0.5,0.6666666666666666,0.5
20,2,0.5,0.5,0.4444444444444444,0.25,0.3333333333333333,0.13333333333333333
20,3,0.5,0.5,0.38888888888888884,0.5,0.5,0.38888888888888884
20,4,0.25,0.16666666666666666,0.16666666666666666,0.25,0.16666666666666666,0.16666666666666666
20,5,0.5,0.6666666666666666,0.5,0.5,0.5,0.38888888888888884
21,1,0.5,0.5,0.4444444444444444,0.25,0.3333333333333333,0.2222222222222222
21,2,0.5,0.5,0.38888888888888884,0.5,0.5,0.38888888888888884
21,3,0.75,0.6666666666666666,0.6,0.25,0.3333333333333333,0.13333333333333333
21,4,0.5,0.6666666666666666,0.5,0.5,0.6666666666666666,0.5
21,5,0.5,0.6666666666666666,0.4444444444444444,0.5,0.5,0.38888888888888884
22,1,0.5,0.5,0.38888888888888884,0.0,0.0,0.0
22,2,0.5,0.5,0.4444444444444444,0.0,0.0,0.0
22,3,0.5,0.3333333333333333,0.2222222222222222,0.75,0.6666666666666666,0.5555555555555555
22,4,0.0,0.0,0.0,0.25,0.16666666666666666,0.2222222222222222
22,5,0.5,0.6666666666666666,0.5,0.75,0.8333333333333334,0.7777777777777777
23,1,0.25,0.16666666666666666,0.2222222222222222,0.0,0.0,0.0
23,2,0.5,0.5,0.38888888888888884,0.75,0.8333333333333334,0.7777777777777777
23,3,0.5,0.5,0.38888888888888884,0.0,0.0,0.0
23,4,0.5,0.6666666666666666,0.5,0.5,0.3333333333333333,0.2222222222222222
23,5,0.5,0.6666666666666666,0.5,0.25,0.3333333333333333,0.3333333333333333
24,1,0.75,0.6666666666666666,0.6,0.25,0.3333333333333333,0.13333333333333333
24,2,0.0,0.0,0.0,0.0,0.0,0.0
24,3,0.25,0.3333333333333333,0.13333333333333333,0.0,0.0,0.0
24,4,0.5,0.6666666666666666,0.5,0.5,0.6666666666666666,0.5
24,5,0.5,0.6666666666666666,0.5,0.75,0.6666666666666666,0.5555555555555555
25,1,0.5,0.3333333333333333,0.26666666666666666,0.25,0.16666666666666666,0.2222222222222222
25,2,0.75,0.8333333333333334,0.7777777777777777,0.5,0.5,0.38888888888888884
25,3,0.5,0.3333333333333333,0.3333333333333333,0.25,0.3333333333333333,0.13333333333333333
25,4,0.25,0.3333333333333333,0.13333333333333333,0.5,0.5,0.38888888888888884
25,5,0.5,0.6666666666666666,0.4444444444444444,0.0,0.0,0.0
26,1,0.75,0.6666666666666666,0.6,0.25,0.3333333333333333,0.16666666666666666
26,2,0.75,0.8333333333333334,0.7777777777777777,0.75,0.8333333333333334,0.7777777777777777
26,3,0.5,0.3333333333333333,0.2222222222222222,0.25,0.3333333333333333,0.16666666666666666
26,4,0.5,0.6666666666666666,0.5,0.25,0.3333333333333333,0.13333333333333333
26,5,0.25,0.3333333333333333,0.16666666666666666,0.5,0.3333333333333333,0.26666666666666666
27,1,0.5,0.5,0.38888888888888884,0.25,0.3333333333333333,0.16666666666666666
27,2,0.75,0.6666666666666666,0.6,0.25,0.3333333333333333,0.13333333333333333
27,3,0.25,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0
27,4,0.5,0.6666666666666666,0.5,0.5,0.3333333333333333,0.26666666666666666
27,5,0.5,0.6666666666666666,0.5,0.5,0.6666666666666666,0.5
28,1,0.5,0.5,0.38888888888888884,0.25,0.3333333333333333,0.13333333333333333
28,2,0.75,0.6666666666666666,0.6,0.25,0.3333333333333333,0.13333333333333333
28,3,0.5,0.5,0.5,0.25,0.3333333333333333,0.13333333333333333
28,4,0.25,0.3333333333333333,0.16666666666666666,0.5,0.5,0.38888888888888884
28,5,0.5,0.6666666666666666,0.5,0.5,0.5,0.38888888888888884
29,1,0.25,0.16666666666666666,0.13333333333333333,0.25,0.3333333333333333,0.2222222222222222
29,2,0.5,0.5,0.5,0.5,0.5,0.5
29,3,1.0,1.0,1.0,0.5,0.6666666666666666,0.5
29,4,0.5,0.6666666666666666,0.5,0.5,0.5,0.38888888888888884
29,5,0.5,0.6666666666666666,0.4444444444444444,0.25,0.3333333333333333,0.2222222222222222
30,1,0.75,0.6666666666666666,0.6,0.5,0.5,0.38888888888888884
30,2,0.5,0.5,0.38888888888888884,0.5,0.5,0.38888888888888884
30,3,0.25,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0
30,4,0.5,0.6666666666666666,0.5,0.5,0.5,0.38888888888888884
30,5,0.25,0.3333333333333333,0.3333333333333333,0.25,0.16666666666666666,0.13333333333333333
31,1,0.25,0.16666666666666666,0.16666666666666666,0.25,0.16666666666666666,0.16666666666666666
31,2,0.75,0.6666666666666666,0.6,0.25,0.3333333333333333,0.13333333333333333
31,3,0.5,0.5,0.4444444444444444,0.5,0.5,0.38888888888888884
31,4,0.5,0.6666666666666666,0.5,0.0,0.0,0.0
31,5,0.5,0.6666666666666666,0.4444444444444444,0.5,0.5,0.5
32,1,0.75,0.6666666666666666,0.5555555555555555,0.25,0.3333333333333333,0.2222222222222222
32,2,0.75,0.6666666666666666,0.6,0.5,0.5,0.38888888888888884
32,3,0.5,0.5,0.38888888888888884,0.25,0.3333333333333333,0.2222222222222222
32,4,0.25,0.16666666666666666,0.16666666666666666,0.25,0.16666666666666666,0.16666666666666666
32,5,0.5,0.6666666666666666,0.4444444444444444,0.5,0.6666666666666666,0.4444444444444444
33,1,0.5,0.3333333333333333,0.26666666666666666,0.5,0.5,0.38888888888888884
33,2,0.5,0.5,0.4444444444444444,0.5,0.5,0.4444444444444444
33,3,0.5,0.3333333333333333,0.2222222222222222,0.25,0.16666666666666666,0.16666666666666666
33,4,0.5,0.6666666666666666,0.4444444444444444,0.5,0.5,0.38888888888888884
33,5,0.5,0.6666666666666666,0.5,0.0,0.0,0.0
34,1,0.5,0.5,0.38888888888888884,0.75,0.8333333333333334,0.7777777777777777
34,2,0.75,0.6666666666666666,0.6,0.25,0.3333333333333333,0.13333333333333333
34,3,0.5,0.5,0.4444444444444444,0.0,0.0,0.0
34,4,0.25,0.3333333333333333,0.16666666666666666,0.25,0.16666666666666666,0.16666666666666666
34,5,0.5,0.6666666666666666,0.5,0.25,0.3333333333333333,0.13333333333333333
35,1,0.25,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0
35,2,0.5,0.5,0.5,0.25,0.3333333333333333,0.13333333333333333
35,3,0.5,0.5,0.38888888888888884,0.25,0.3333333333333333,0.13333333333333333
35,4,0.5,0.6666666666666666,0.4444444444444444,0.75,0.8333333333333334,0.7777777777777777
35,5,0.25,0.3333333333333333,0.2222222222222222,0.0,0.0,0.0
36,1,0.5,0.5,0.4444444444444444,0.5,0.5,0.4444444444444444
36,2,0.5,0.5,0.38888888888888884,0.25,0.3333333333333333,0.13333333333333333
36,3,0.75,0.6666666666666666,0.6,0.25,0.3333333333333333,0.13333333333333333
36,4,0.5,0.6666666666666666,0.4444444444444444,0.5,0.5,0.38888888888888884
36,5,0.5,0.6666666666666666,0.4444444444444444,0.25,0.3333333333333333,0.2222222222222222
37,1,0.75,0.6666666666666666,0.5555555555555555,0.5,0.5,0.4444444444444444
37,2,0.25,0.16666666666666666,0.13333333333333333,0.5,0.5,0.38888888888888884
37,3,0.5,0.5,0.38888888888888884,0.0,0.0,0.0
37,4,0.5,0.6666666666666666,0.4444444444444444,0.5,0.5,0.38888888888888884
37,5,0.5,0.6666666666666666,0.4444444444444444,0.5,0.3333333333333333,0.26666666666666666
38,1,0.5,0.5,0.4444444444444444,0.25,0.3333333333333333,0.2222222222222222
38,2,0.5,0.5,0.5,0.5,0.5,0.38888888888888884
38,3,0.75,0.6666666666666666,0.5555555555555555,0.5,0.6666666666666666,0.5
38,4,0.5,0.6666666666666666,0.5,0.5,0.6666666666666666,0.5
38,5,0.5,0.6666666666666666,0.5,0.25,0.16666666666666666,0.16666666666666666
39,1,0.25,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0
39,2,0.75,0.6666666666666666,0.5555555555555555,0.25,0.3333333333333333,0.2222222222222222
39,3,0.75,0.6666666666666666,0.6,0.0,0.0,0.0
39,4,0.25,0.3333333333333333,0.16666666666666666,0.5,0.3333333333333333,0.2222222222222222
39,5,0.5,0.6666666666666666,0.4444444444444444,0.5,0.5,0.38888888888888884
40,1,0.25,0.16666666666666666,0.2222222222222222,0.25,0.3333333333333333,0.16666666666666666
40,2,0.5,0.5,0.38888888888888884,0.25,0.3333333333333333,0.16666666666666666
40,3,0.75,0.6666666666666666,0.6,0.25,0.3333333333333333,0.13333333333333333
40,4,0.5,0.6666666666666666,0.5,0.25,0.3333333333333333,0.13333333333333333
40,5,0.25,0.3333333333333333,0.13333333333333333,0.75,0.6666666666666666,0.5555555555555555
41,1,0.5,0.3333333333333333,0.3333333333333333,0.25,0.3333333333333333,0.13333333333333333
41,2,0.5,0.5,0.38888888888888884,0.25,0.3333333333333333,0.3333333333333333
41,3,0.25,0.16666666666666666,0.13333333333333333,0.5,0.5,0.38888888888888884
41,4,0.5,0.6666666666666666,0.4444444444444444,0.25,0.16666666666666666,0.13333333333333333
41,5,0.5,0.6666666666666666,0.4444444444444444,0.5,0.5,0.5
42,1,0.5,0.5,0.38888888888888884,0.25,0.16666666666666666,0.2222222222222222
42,2,0.5,0.5,0.38888888888888884,0.25,0.3333333333333333,0.2222222222222222
42,3,0.75,0.8333333333333334,0.7777777777777777,0.5,0.5,0.38888888888888884
42,4,0.5,0.6666666666666666,0.5,0.5,0.6666666666666666,0.5
42,5,0.5,0.6666666666666666,0.5,0.25,0.3333333333333333,0.16666666666666666
43,1,0.5,0.5,0.38888888888888884,0.5,0.6666666666666666,0.5
43,2,0.5,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
43,3,0.75,0.6666666666666666,0.5555555555555555,0.25,0.3333333333333333,0.13333333333333333
43,4,0.25,0.3333333333333333,0.16666666666666666,0.25,0.3333333333333333,0.16666666666666666
43,5,0.25,0.3333333333333333,0.3333333333333333,0.25,0.16666666666666666,0.13333333333333333
44,1,0.25,0.3333333333333333,0.2222222222222222,0.25,0.3333333333333333,0.13333333333333333
44,2,0.5,0.5,0.38888888888888884,0.25,0.3333333333333333,0.3333333333333333
44,3,0.75,0.6666666666666666,0.5555555555555555,0.25,0.3333333333333333,0.2222222222222222
44,4,0.25,0.3333333333333333,0.2222222222222222,0.25,0.16666666666666666,0.16666666666666666
44,5,0.0,0.0,0.0,0.25,0.16666666666666666,0.2222222222222222
45,1,0.5,0.5,0.38888888888888884,0.25,0.3333333333333333,0.2222222222222222
45,2,0.5,0.5,0.38888888888888884,0.0,0.0,0.0
45,3,0.5,0.5,0.5,0.75,0.8333333333333334,0.7777777777777777
45,4,0.5,0.6666666666666666,0.5,0.25,0.3333333333333333,0.16666666666666666
45,5,0.5,0.6666666666666666,0.5,0.25,0.3333333333333333,0.2222222222222222
46,1,0.75,0.6666666666666666,0.5555555555555555,0.5,0.6666666666666666,0.4444444444444444
46,2,0.75,0.6666666666666666,0.6,0.5,0.6666666666666666,0.5
46,3,0.25,0.3333333333333333,0.2222222222222222,0.25,0.3333333333333333,0.2222222222222222
46,4,0.25,0.3333333333333333,0.13333333333333333,0.25,0.3333333333333333,0.13333333333333333
46,5,0.5,0.6666666666666666,0.5,0.5,0.3333333333333333,0.2222222222222222
47,1,0.75,0.6666666666666666,0.5555555555555555,0.75,0.8333333333333334,0.7777777777777777
47,2,0.75,0.6666666666666666,0.5555555555555555,0.25,0.16666666666666666,0.2222222222222222
47,3,0.5,0.5,0.38888888888888884,0.25,0.16666666666666666,0.2222222222222222
47,4,0.0,0.0,0.0,0.25,0.16666666666666666,0.16666666666666666
47,5,0.5,0.6666666666666666,0.5,0.25,0.16666666666666666,0.13333333333333333
48,1,0.5,0.5,0.38888888888888884,0.5,0.6666666666666666,0.4444444444444444
48,2,0.5,0.5,0.5,0.25,0.16666666666666666,0.16666666666666666
48,3,0.75,0.6666666666666666,0.6,0.5,0.6666666666666666,0.5
48,4,0.5,0.6666666666666666,0.4444444444444444,0.25,0.16666666666666666,0.13333333333333333
48,5,0.25,0.3333333333333333,0.16666666666666666,0.25,0.3333333333333333,0.2222222222222222
49,1,0.5,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
49,2,0.25,0.3333333333333333,0.13333333333333333,0.0,0.0,0.0
49,3,0.5,0.3333333333333333,0.2222222222222222,0.25,0.3333333333333333,0.16666666666666666
49,4,0.5,0.6666666666666666,0.4444444444444444,0.25,0.3333333333333333,0.2222222222222222
49,5,0.25,0.3333333333333333,0.2222222222222222,0.0,0.0,0.0
50,1,0.25,0.3333333333333333,0.13333333333333333,0.0,0.0,0.0
50,2,0.25,0.3333333333333333,0.3333333333333333,0.25,0.3333333333333333,0.16666666666666666
50,3,0.5,0.5,0.38888888888888884,0.25,0.3333333333333333,0.13333333333333333
50,4,0.5,0.6666666666666666,0.5,0.5,0.5,0.38888888888888884
50,5,0.25,0.3333333333333333,0.16666666666666666,0.5,0.5,0.4444444444444444
