model,aggregation,repeat,feature_dim,accuracy,balanced_accuracy,macro_f1
uni_v2,mean_std_quantiles,15,7680,0.5,0.5079365079365079,0.4930069930069931
uni_v2,mean_std_quantiles,16,7680,0.45,0.4523809523809524,0.4523809523809524
uni_v2,mean_std_quantiles,17,7680,0.55,0.5555555555555556,0.5495726495726495
uni_v2,mean_std_quantiles,18,7680,0.55,0.5555555555555556,0.5494505494505494
uni_v2,mean_std_quantiles,19,7680,0.55,0.5634920634920635,0.5427350427350427
uni_v2,mean_std_quantiles,20,7680,0.55,0.5555555555555556,0.5494505494505494
uni_v2,mean_std_quantiles,21,7680,0.55,0.5555555555555556,0.5495726495726495
uni_v2,mean_std_quantiles,22,7680,0.55,0.5555555555555556,0.5494505494505494
uni_v2,mean_std_quantiles,23,7680,0.55,0.5634920634920634,0.533910533910534
uni_v2,mean_std_quantiles,24,7680,0.6,0.611111111111111,0.5952380952380952
uni_v2,mean_std_quantiles,25,7680,0.45,0.4523809523809524,0.4523809523809524
uni_v2,mean_std_quantiles,26,7680,0.6,0.6031746031746031,0.6051282051282051
uni_v2,mean_std_quantiles,27,7680,0.5,0.5158730158730158,0.49206349206349204
uni_v2,mean_std_quantiles,28,7680,0.6,0.611111111111111,0.5945165945165946
uni_v2,mean_std_quantiles,29,7680,0.6,0.6111111111111112,0.5777777777777778
uni_v2,mean_std_quantiles,30,7680,0.5,0.5158730158730159,0.4862914862914863
uni_v2,mean_std_quantiles,31,7680,0.45,0.4603174603174603,0.4288600288600289
uni_v2,mean_std_quantiles,32,7680,0.45,0.4523809523809524,0.4444444444444444
uni_v2,mean_std_quantiles,33,7680,0.5,0.5079365079365079,0.49206349206349204
uni_v2,mean_std_quantiles,34,7680,0.5,0.5,0.5018315018315018
uni_v2,mean_std_quantiles,35,7680,0.45,0.4603174603174603,0.4513403263403264
uni_v2,mean_std_quantiles,36,7680,0.5,0.5079365079365079,0.49206349206349204
uni_v2,mean_std_quantiles,37,7680,0.5,0.5079365079365079,0.4982905982905983
uni_v2,mean_std_quantiles,38,7680,0.45,0.4523809523809524,0.45483405483405476
uni_v2,mean_std_quantiles,39,7680,0.6,0.611111111111111,0.5970695970695972
uni_v2,mean_std_quantiles,40,7680,0.55,0.5555555555555556,0.5494505494505494
uni_v2,mean_std_quantiles,41,7680,0.45,0.4523809523809524,0.4444444444444444
uni_v2,mean_std_quantiles,42,7680,0.4,0.4047619047619047,0.3871794871794872
uni_v2,mean_std_quantiles,43,7680,0.55,0.5555555555555556,0.5494505494505494
uni_v2,mean_std_quantiles,44,7680,0.5,0.5,0.48717948717948717
uni_v2,mean_std_quantiles,45,7680,0.5,0.5,0.49145299145299143
uni_v2,mean_std_quantiles,46,7680,0.6,0.6031746031746031,0.6007326007326007
uni_v2,mean_std_quantiles,47,7680,0.55,0.5555555555555556,0.5494505494505494
uni_v2,mean_std_quantiles,48,7680,0.55,0.5555555555555556,0.5555555555555556
uni_v2,mean_std_quantiles,49,7680,0.4,0.4126984126984126,0.39560439560439553
uni_v2,mean_std_quantiles,50,7680,0.45,0.4603174603174603,0.4288600288600289
virchow2,mean,1,2560,0.4,0.3968253968253968,0.402930402930403
virchow2,mean,2,2560,0.3,0.30158730158730157,0.30952380952380953
virchow2,mean,3,2560,0.5,0.5,0.5
virchow2,mean,4,2560,0.5,0.5,0.5018315018315018
virchow2,mean,5,2560,0.4,0.38888888888888884,0.3821428571428571
virchow2,mean,6,2560,0.45,0.4523809523809524,0.4523809523809524
virchow2,mean,7,2560,0.4,0.4047619047619048,0.40938228438228436
virchow2,mean,8,2560,0.5,0.5,0.5
virchow2,mean,9,2560,0.6,0.6031746031746031,0.6007326007326007
virchow2,mean,10,2560,0.35,0.34920634920634913,0.35384615384615387
virchow2,mean,11,2560,0.4,0.4047619047619048,0.40119047619047626
virchow2,mean,12,2560,0.5,0.5,0.5056277056277056
virchow2,mean,13,2560,0.45,0.4603174603174603,0.44184704184704177
virchow2,mean,14,2560,0.5,0.5,0.5018315018315018
virchow2,mean,15,2560,0.5,0.5,0.5018315018315018
virchow2,mean,16,2560,0.35,0.34920634920634913,0.34920634920634913
virchow2,mean,17,2560,0.45,0.4523809523809524,0.45384615384615384
virchow2,mean,18,2560,0.55,0.5555555555555556,0.5555555555555556
virchow2,mean,19,2560,0.5,0.5,0.5018315018315018
virchow2,mean,20,2560,0.45,0.4523809523809524,0.4523809523809524
virchow2,mean,21,2560,0.4,0.4047619047619048,0.40005827505827507
virchow2,mean,22,2560,0.35,0.34920634920634913,0.3516483516483517
virchow2,mean,23,2560,0.45,0.4603174603174603,0.4427350427350427
virchow2,mean,24,2560,0.45,0.4603174603174603,0.44502164502164504
virchow2,mean,25,2560,0.45,0.4523809523809524,0.45384615384615384
virchow2,mean,26,2560,0.45,0.4603174603174603,0.44172494172494176
virchow2,mean,27,2560,0.4,0.4047619047619048,0.39829059829059826
virchow2,mean,28,2560,0.3,0.30158730158730157,0.30158730158730157
virchow2,mean,29,2560,0.55,0.5555555555555555,0.5555555555555555
virchow2,mean,30,2560,0.45,0.4523809523809524,0.45384615384615384
virchow2,mean,31,2560,0.6,0.611111111111111,0.5972222222222222
virchow2,mean,32,2560,0.5,0.5,0.5018315018315018
virchow2,mean,33,2560,0.6,0.5952380952380952,0.5976911976911977
virchow2,mean,34,2560,0.4,0.38888888888888884,0.3957264957264957
virchow2,mean,35,2560,0.4,0.4047619047619047,0.40256410256410263
virchow2,mean,36,2560,0.35,0.34920634920634913,0.34700854700854705
virchow2,mean,37,2560,0.35,0.35714285714285715,0.33945221445221446
virchow2,mean,38,2560,0.35,0.35714285714285715,0.3367965367965368
virchow2,mean,39,2560,0.5,0.5079365079365079,0.5
virchow2,mean,40,2560,0.5,0.5079365079365079,0.49206349206349204
virchow2,mean,41,2560,0.3,0.29365079365079366,0.2846153846153846
virchow2,mean,42,2560,0.35,0.34920634920634913,0.347985347985348
virchow2,mean,43,2560,0.5,0.5,0.5186147186147186
virchow2,mean,44,2560,0.35,0.34920634920634913,0.347985347985348
virchow2,mean,45,2560,0.35,0.3412698412698412,0.3412698412698412
virchow2,mean,46,2560,0.45,0.4523809523809524,0.4523809523809524
virchow2,mean,47,2560,0.3,0.30952380952380953,0.25833333333333336
virchow2,mean,48,2560,0.4,0.39682539682539675,0.39682539682539675
virchow2,mean,49,2560,0.4,0.4047619047619048,0.3968253968253968
virchow2,mean,50,2560,0.35,0.34920634920634913,0.347985347985348
virchow2,mean_std,1,5120,0.35,0.35714285714285715,0.3333333333333333
virchow2,mean_std,2,5120,0.35,0.35714285714285715,0.3479853479853479
virchow2,mean_std,3,5120,0.5,0.5158730158730158,0.48412698412698413
virchow2,mean_std,4,5120,0.4,0.4047619047619047,0.3761904761904762
virchow2,mean_std,5,5120,0.4,0.38888888888888884,0.36539060068471835
virchow2,mean_std,6,5120,0.3,0.30158730158730157,0.2914529914529915
virchow2,mean_std,7,5120,0.3,0.30952380952380953,0.26785714285714285
virchow2,mean_std,8,5120,0.4,0.4047619047619047,0.37777777777777777
virchow2,mean_std,9,5120,0.4,0.4126984126984126,0.3812409812409812
virchow2,mean_std,10,5120,0.3,0.30158730158730157,0.2977855477855478
virchow2,mean_std,11,5120,0.4,0.4047619047619047,0.3735294117647059
virchow2,mean_std,12,5120,0.4,0.4047619047619047,0.3888888888888889
virchow2,mean_std,13,5120,0.4,0.4047619047619047,0.3761904761904762
virchow2,mean_std,14,5120,0.4,0.4126984126984126,0.3735294117647059
virchow2,mean_std,15,5120,0.45,0.4603174603174603,0.4238095238095238
virchow2,mean_std,16,5120,0.3,0.30158730158730157,0.30851370851370846
virchow2,mean_std,17,5120,0.35,0.35714285714285715,0.3345238095238095
virchow2,mean_std,18,5120,0.45,0.4603174603174603,0.4542124542124542
virchow2,mean_std,19,5120,0.35,0.35714285714285715,0.3412698412698412
virchow2,mean_std,20,5120,0.3,0.30158730158730157,0.29572649572649573
virchow2,mean_std,21,5120,0.4,0.4126984126984126,0.37379396202925613
virchow2,mean_std,22,5120,0.3,0.30158730158730157,0.2891774891774892
virchow2,mean_std,23,5120,0.45,0.4603174603174603,0.4238095238095238
virchow2,mean_std,24,5120,0.4,0.4126984126984126,0.37777777777777777
virchow2,mean_std,25,5120,0.4,0.4126984126984126,0.3773755656108597
virchow2,mean_std,26,5120,0.4,0.4047619047619047,0.37777777777777777
virchow2,mean_std,27,5120,0.4,0.4126984126984126,0.37379396202925613
virchow2,mean_std,28,5120,0.35,0.35714285714285715,0.3479853479853479
virchow2,mean_std,29,5120,0.4,0.4126984126984126,0.37407407407407406
virchow2,mean_std,30,5120,0.4,0.4126984126984126,0.3761904761904762
virchow2,mean_std,31,5120,0.4,0.4126984126984126,0.3761904761904762
virchow2,mean_std,32,5120,0.3,0.30158730158730157,0.29166666666666663
virchow2,mean_std,33,5120,0.45,0.4523809523809524,0.4305555555555556
virchow2,mean_std,34,5120,0.3,0.30158730158730157,0.29235209235209236
virchow2,mean_std,35,5120,0.35,0.35714285714285715,0.3427350427350428
virchow2,mean_std,36,5120,0.4,0.4047619047619048,0.39829059829059826
virchow2,mean_std,37,5120,0.45,0.4603174603174603,0.42141300964830375
virchow2,mean_std,38,5120,0.35,0.35714285714285715,0.3333333333333333
virchow2,mean_std,39,5120,0.4,0.4126984126984126,0.37407407407407406
virchow2,mean_std,40,5120,0.4,0.4047619047619047,0.3811188811188811
virchow2,mean_std,41,5120,0.3,0.29365079365079366,0.27855477855477856
virchow2,mean_std,42,5120,0.3,0.30158730158730157,0.2974941724941725
virchow2,mean_std,43,5120,0.35,0.35714285714285715,0.3479853479853479
virchow2,mean_std,44,5120,0.3,0.30158730158730157,0.2881701631701632
virchow2,mean_std,45,5120,0.35,0.34920634920634913,0.34700854700854705
virchow2,mean_std,46,5120,0.35,0.34920634920634913,0.34978354978354975
virchow2,mean_std,47,5120,0.35,0.35714285714285715,0.3345238095238095
virchow2,mean_std,48,5120,0.4,0.4047619047619047,0.3888888888888889
virchow2,mean_std,49,5120,0.35,0.35714285714285715,0.3367965367965368
virchow2,mean_std,50,5120,0.3,0.30158730158730157,0.2914529914529915
virchow2,mean_std_median,1,7680,0.3,0.30158730158730157,0.2891774891774892
virchow2,mean_std_median,2,7680,0.35,0.35714285714285715,0.3479853479853479
virchow2,mean_std_median,3,7680,0.5,0.5079365079365079,0.4981684981684982
virchow2,mean_std_median,4,7680,0.4,0.4047619047619048,0.39740259740259737
virchow2,mean_std_median,5,7680,0.4,0.38888888888888884,0.3768518518518518
virchow2,mean_std_median,6,7680,0.35,0.35714285714285715,0.3412698412698412
virchow2,mean_std_median,7,7680,0.35,0.35714285714285715,0.33945221445221446
virchow2,mean_std_median,8,7680,0.5,0.5,0.5
virchow2,mean_std_median,9,7680,0.5,0.5,0.4982905982905983
virchow2,mean_std_median,10,7680,0.3,0.30158730158730157,0.29235209235209236
virchow2,mean_std_median,11,7680,0.4,0.4047619047619047,0.37407407407407406
virchow2,mean_std_median,12,7680,0.45,0.4523809523809524,0.45483405483405476
virchow2,mean_std_median,13,7680,0.45,0.4603174603174603,0.4222222222222222
virchow2,mean_std_median,14,7680,0.4,0.4126984126984126,0.3735294117647059
virchow2,mean_std_median,15,7680,0.45,0.4603174603174603,0.4238095238095238
virchow2,mean_std_median,16,7680,0.3,0.29365079365079366,0.2955266955266955
virchow2,mean_std_median,17,7680,0.4,0.4047619047619048,0.39740259740259737
virchow2,mean_std_median,18,7680,0.5,0.5079365079365079,0.4981684981684982
virchow2,mean_std_median,19,7680,0.4,0.4047619047619047,0.3812409812409812
virchow2,mean_std_median,20,7680,0.3,0.30158730158730157,0.29572649572649573
virchow2,mean_std_median,21,7680,0.35,0.35714285714285715,0.3345238095238095
virchow2,mean_std_median,22,7680,0.35,0.34920634920634913,0.35384615384615387
virchow2,mean_std_median,23,7680,0.45,0.4682539682539682,0.4222222222222222
virchow2,mean_std_median,24,7680,0.4,0.4126984126984126,0.37777777777777777
virchow2,mean_std_median,25,7680,0.35,0.35714285714285715,0.33945221445221446
virchow2,mean_std_median,26,7680,0.35,0.35714285714285715,0.3345238095238095
virchow2,mean_std_median,27,7680,0.4,0.4047619047619048,0.39740259740259737
virchow2,mean_std_median,28,7680,0.35,0.35714285714285715,0.3479853479853479
virchow2,mean_std_median,29,7680,0.4,0.4126984126984126,0.37407407407407406
virchow2,mean_std_median,30,7680,0.45,0.4603174603174603,0.4440422322775264
virchow2,mean_std_median,31,7680,0.45,0.4603174603174603,0.44184704184704177
virchow2,mean_std_median,32,7680,0.35,0.34920634920634913,0.34700854700854705
virchow2,mean_std_median,33,7680,0.5,0.5,0.4927156177156177
virchow2,mean_std_median,34,7680,0.3,0.30158730158730157,0.29235209235209236
virchow2,mean_std_median,35,7680,0.3,0.30952380952380953,0.30036630036630035
virchow2,mean_std_median,36,7680,0.45,0.4523809523809524,0.458008658008658
virchow2,mean_std_median,37,7680,0.35,0.35714285714285715,0.33945221445221446
virchow2,mean_std_median,38,7680,0.3,0.30158730158730157,0.2891774891774892
virchow2,mean_std_median,39,7680,0.4,0.4126984126984126,0.37407407407407406
virchow2,mean_std_median,40,7680,0.45,0.4603174603174603,0.4288600288600289
virchow2,mean_std_median,41,7680,0.3,0.29365079365079366,0.2846153846153846
virchow2,mean_std_median,42,7680,0.35,0.34920634920634913,0.34978354978354975
virchow2,mean_std_median,43,7680,0.4,0.4047619047619047,0.4068376068376069
virchow2,mean_std_median,44,7680,0.35,0.34920634920634913,0.34700854700854705
virchow2,mean_std_median,45,7680,0.4,0.4047619047619048,0.39740259740259737
virchow2,mean_std_median,46,7680,0.4,0.3968253968253968,0.4000000000000001
virchow2,mean_std_median,47,7680,0.3,0.30158730158730157,0.29235209235209236
virchow2,mean_std_median,48,7680,0.4,0.4047619047619047,0.3811188811188811
virchow2,mean_std_median,49,7680,0.35,0.35714285714285715,0.3367965367965368
virchow2,mean_std_median,50,7680,0.3,0.30158730158730157,0.29166666666666663
virchow2,mean_std_quantiles,1,12800,0.35,0.34920634920634913,0.34920634920634913
virchow2,mean_std_quantiles,2,12800,0.35,0.35714285714285715,0.3479853479853479
virchow2,mean_std_quantiles,3,12800,0.55,0.5555555555555556,0.5494505494505494
virchow2,mean_std_quantiles,4,12800,0.4,0.4047619047619048,0.39740259740259737
virchow2,mean_std_quantiles,5,12800,0.4,0.38888888888888884,0.3768518518518518
virchow2,mean_std_quantiles,6,12800,0.4,0.4047619047619048,0.39926739926739924
virchow2,mean_std_quantiles,7,12800,0.35,0.35714285714285715,0.33945221445221446
virchow2,mean_std_quantiles,8,12800,0.5,0.5,0.4982905982905983
virchow2,mean_std_quantiles,9,12800,0.5,0.5,0.4982905982905983
virchow2,mean_std_quantiles,10,12800,0.3,0.30158730158730157,0.29235209235209236
virchow2,mean_std_quantiles,11,12800,0.35,0.35714285714285715,0.33240740740740743
virchow2,mean_std_quantiles,12,12800,0.45,0.4523809523809524,0.4619047619047619
virchow2,mean_std_quantiles,13,12800,0.45,0.4603174603174603,0.4222222222222222
virchow2,mean_std_quantiles,14,12800,0.4,0.4126984126984126,0.3735294117647059
virchow2,mean_std_quantiles,15,12800,0.5,0.5079365079365079,0.4930069930069931
virchow2,mean_std_quantiles,16,12800,0.3,0.29365079365079366,0.2955266955266955
virchow2,mean_std_quantiles,17,12800,0.35,0.34920634920634913,0.34920634920634913
virchow2,mean_std_quantiles,18,12800,0.55,0.5555555555555556,0.5531135531135531
virchow2,mean_std_quantiles,19,12800,0.4,0.4047619047619047,0.3812409812409812
virchow2,mean_std_quantiles,20,12800,0.35,0.35714285714285715,0.3479853479853479
virchow2,mean_std_quantiles,21,12800,0.3,0.30158730158730157,0.29235209235209236
virchow2,mean_std_quantiles,22,12800,0.35,0.34920634920634913,0.3516483516483517
virchow2,mean_std_quantiles,23,12800,0.4,0.4126984126984126,0.3844155844155844
virchow2,mean_std_quantiles,24,12800,0.45,0.4603174603174603,0.44502164502164504
virchow2,mean_std_quantiles,25,12800,0.35,0.35714285714285715,0.33945221445221446
virchow2,mean_std_quantiles,26,12800,0.4,0.4047619047619048,0.40005827505827507
virchow2,mean_std_quantiles,27,12800,0.4,0.4047619047619048,0.39740259740259737
virchow2,mean_std_quantiles,28,12800,0.35,0.35714285714285715,0.3512820512820513
virchow2,mean_std_quantiles,29,12800,0.45,0.4603174603174603,0.4444444444444445
virchow2,mean_std_quantiles,30,12800,0.45,0.4603174603174603,0.4440422322775264
virchow2,mean_std_quantiles,31,12800,0.45,0.4603174603174603,0.44172494172494176
virchow2,mean_std_quantiles,32,12800,0.35,0.34920634920634913,0.34700854700854705
virchow2,mean_std_quantiles,33,12800,0.55,0.5476190476190477,0.5476190476190477
virchow2,mean_std_quantiles,34,12800,0.3,0.30158730158730157,0.2977855477855478
virchow2,mean_std_quantiles,35,12800,0.3,0.30952380952380953,0.30036630036630035
virchow2,mean_std_quantiles,36,12800,0.4,0.3968253968253968,0.3974025974025974
virchow2,mean_std_quantiles,37,12800,0.35,0.35714285714285715,0.33945221445221446
virchow2,mean_std_quantiles,38,12800,0.3,0.30158730158730157,0.2914529914529915
virchow2,mean_std_quantiles,39,12800,0.45,0.4603174603174603,0.4444444444444445
virchow2,mean_std_quantiles,40,12800,0.45,0.4603174603174603,0.4288600288600289
virchow2,mean_std_quantiles,41,12800,0.3,0.29365079365079366,0.2846153846153846
virchow2,mean_std_quantiles,42,12800,0.35,0.34920634920634913,0.34978354978354975
virchow2,mean_std_quantiles,43,12800,0.45,0.4523809523809524,0.4603174603174603
virchow2,mean_std_quantiles,44,12800,0.35,0.34920634920634913,0.34920634920634913
virchow2,mean_std_quantiles,45,12800,0.4,0.4047619047619048,0.39740259740259737
virchow2,mean_std_quantiles,46,12800,0.4,0.3968253968253968,0.39740259740259737
virchow2,mean_std_quantiles,47,12800,0.3,0.30158730158730157,0.29235209235209236
virchow2,mean_std_quantiles,48,12800,0.4,0.4047619047619047,0.3811188811188811
virchow2,mean_std_quantiles,49,12800,0.35,0.35714285714285715,0.3367965367965368
virchow2,mean_std_quantiles,50,12800,0.3,0.30158730158730157,0.29166666666666663
